Age,LakeLevel
9121.717062893530,1278.6324786324800
9415.834709952360,1278.6324786324800
10256.170844406100,1278.6324786324800
10676.338911633000,1278.6324786324800
11054.49017213720,1278.6324786324800
11474.658239364100,1278.6324786324800
11852.809499868300,1278.6324786324800
12272.977567095200,1278.6324786324800
12693.145634322100,1278.6324786324800
13029.280088103600,1278.6324786324800
13113.433407551100,1279.4871794871800
13198.424669012900,1286.3247863247900
13325.672149201600,1294.8717948717900
13452.799923388200,1302.5641025641000
13579.927697574800,1310.2564102564100
13706.935765759300,1317.0940170940200
13834.18324594800,1325.6410256410300
13919.294213411900,1333.3333333333300
14046.541693600500,1341.8803418803400
14173.669467787100,1349.5726495726500
14258.780435251000,1357.264957264960
14385.908209437600,1364.957264957270
14513.035983624200,1372.6495726495700
14640.163757810800,1380.3418803418800
14767.411237999500,1388.8888888888900
14852.52220546340,1396.5811965812000
14979.649979650000,1404.2735042735000
15106.777753836600,1411.9658119658100
15233.905528023200,1419.6581196581200
15361.15300821180,1428.2051282051300
15488.161076396400,1435.0427350427300
15573.391749862300,1443.5897435897400
15909.765615648000,1445.299145299150
16245.66065742540,1443.5897435897400
16623.572505925400,1441.8803418803400
16875.3142282554,1439.3162393162400
17127.05595058540,1436.7521367521400
17421.053891642100,1435.8974358974400
17672.556201968000,1431.6239316239300
18092.724269194900,1431.6239316239300
18135.57901793200,1437.6068376068400
18136.89578395460,1447.0085470085500
18137.97313797310,1454.7008547008500
18139.28990399580,1464.102564102560
18140.367258014300,1471.7948717948700
18141.444612032800,1479.4871794871800
18142.641672053400,1488.034188034190
18143.838732074000,1496.5811965812000
18145.155498096700,1505.9829059829100
18146.232852115200,1513.6752136752100
18147.310206133700,1521.3675213675200
18148.387560152300,1529.0598290598300
18149.584620172900,1537.6068376068400
18150.661974191400,1545.299145299150
18151.739328209900,1552.991452991450
18276.832100361500,1546.153846153850
18485.838779956400,1538.4615384615400
18568.914745385300,1531.6239316239300
18609.734492087400,1523.0769230769200
18692.571045512200,1514.5299145299100
18733.51049821640,1506.8376068376100
18859.680624386500,1507.6923076923100
18986.688692571000,1514.5299145299100
19155.95297948240,1523.0769230769200
19366.515837104100,1526.4957264957300
19702.05176087530,1522.2222222222200
20037.58768464650,1517.9487179487200
20373.123608417700,1513.6752136752100
20750.79604491370,1510.2564102564100
20917.785917785900,1502.5641025641000
20958.725370490100,1494.8717948717900
20999.545117192200,1486.3247863247900
21082.501376619000,1478.6324786324800
21251.526251526200,1485.4700854700900
21378.534319710800,1492.3076923076900
21547.439488616000,1498.2905982906000
21672.292848763400,1489.7435897435900
21797.265914913000,1482.051282051280
21880.222174339800,1474.3589743589700
21921.04192104190,1465.8119658119700
21961.861667744000,1457.264957264960
22002.920826450200,1450.4273504273500
22043.620867150300,1441.0256410256400
22084.560319854400,1433.3333333333300
22125.38006655650,1424.7863247863200
22166.319519260700,1417.0940170940200
22207.139265962800,1408.5470085470100
22206.061911944300,1400.8547008547000
22291.05317340610,1407.6923076923100
22292.2502334267,1416.2393162393200
22293.32758744520,1423.9316239316200
22294.52464746580,1432.4786324786300
22337.7385142091,1441.0256410256400
22338.93557422970,1449.5726495726500
22464.387464387500,1445.299145299150
22589.360530537,1437.6068376068400
22714.333596686500,1429.9145299145300
22839.306662836100,1422.2222222222200
22964.27972898560,1414.5299145299100
23131.26960185780,1406.8376068376100
23214.22586128470,1399.145299145300
23381.335440159000,1392.3076923076900
23506.188800306400,1383.7606837606800
23589.38447173740,1377.7777777777800
23587.588881706500,1364.957264957270
23543.6567789509,1351.2820512820500
23583.75828964060,1337.6068376068400
23716.871363930200,1388.034188034190
23885.41741482920,1391.4529914529900
24052.407287701400,1383.7606837606800
24177.260647848900,1375.213675213680
24302.23371399840,1367.5213675213700
24427.206780148000,1359.8290598290600
24594.316359022200,1352.991452991450
24719.28942517180,1345.299145299150
24844.501903325400,1339.3162393162400
24887.71577006870,1347.8632478632500
24888.793124087200,1355.5555555555600
24932.126696832600,1364.957264957270
24933.323756853200,1373.5042735042700
24976.058799588200,1378.6324786324800
25016.87854629030,1370.08547008547
25015.80119227180,1362.3931623931600
25056.62093897390,1353.8461538461500
25097.6800976801,1347.0085470085500
25096.12391965330,1335.8974358974400
25223.730517848200,1347.0085470085500
25308.96119131410,1355.5555555555600
25393.952452776000,1362.3931623931600
25479.18312624200,1370.940170940170
25606.430606430600,1379.4871794871800
25900.189135483300,1376.9230769230800
26193.708252531800,1372.6495726495700
26571.26098302570,1368.3760683760700
26906.796906796900,1364.102564102560
27242.332830568100,1359.8290598290600
27577.868754339300,1355.5555555555600
27955.301778831200,1350.4273504273500
28290.837702602400,1346.153846153850
28626.493332375700,1342.7350427350400
28962.029256146900,1338.4615384615400
29297.565179918100,1334.1880341880300
29633.101103689300,1329.9145299145300
29968.637027460600,1325.6410256410300
30051.593286887400,1317.9487179487200
30134.549546314200,1310.2564102564100
30175.249587014300,1300.8547008547000
30258.20584644110,1293.162393162390
30299.02559314320,1284.6153846153800
30381.981852570100,1276.9230769230800
30422.921305274200,1269.230769230770
30463.741051976300,1260.6837606837600
