Depth,Top,Bottom,Na_ppb,NH4_ppb,K_ppb,Mg_ppb,Ca_ppb,Cl_ppb,NO3_ppb,SO4_ppb,Top,Bottom,Age
580.32,580.1,580.54,4.483,5.636,1.017,1.495,7.435,9.714,65.725,24.303,2515.5,2517.8,2516.7
580.77,580.54,581,3.885,8.049,0.899,1.531,7.515,10.104,84.327,30.979,2517.8,2520.3,2519.1
581.205,581,581.41,5.61,4.754,0.899,1.616,6.313,11.912,76.886,24.351,2520.3,2522.5,2521.4
581.63,581.41,581.85,3.862,5.366,0.977,1.422,5.21,9.572,67.027,28.145,2522.5,2525.3,2523.9
582.07,581.85,582.29,4.644,5.438,1.095,1.385,5.05,10.388,77.692,20.989,2525.3,2527.0,2526.2
582.51,582.29,582.72,5.357,5.348,0.86,1.665,6.152,11.097,59.029,29.97,2527.0,2529.0,2528.0
582.94,582.72,583.16,4.23,4.556,0.626,1.227,5.07,9.395,66.779,21.277,2529.0,2532.0,2530.5
583.38,583.16,583.6,8.184,7.527,1.329,3.585,13.647,18.613,90.341,165.891,2532.0,2534.7,2533.4
583.8,583.6,584,4.552,43.882,1.955,1.568,5.451,11.345,87.551,41.113,2534.7,2536.7,2535.7
584.235,584,584.47,2.322,6.338,0.743,1.179,4.97,6.594,80.482,29.202,2536.7,2539.6,2538.2
584.735,584.47,585,7.472,11.974,1.095,1.811,6.593,16.344,83.893,34.197,2539.6,2542.6,2541.1
585.59,585.4,585.78,6.575,8.643,0.899,2.175,8.838,13.224,70.934,44.186,2545.0,2547.1,2546.1
586.00,585.78,586.22,4,16.764,1.134,1.361,5.731,10.6,80.916,30.594,2547.1,2549.7,2548.4
586.44,586.22,586.66,4.184,9.363,1.212,1.811,10.721,9.147,68.391,23.246,2549.7,2552.0,2550.9
586.88,586.66,587.09,3.081,6.068,1.173,1.422,6.974,8.438,71.678,46.588,2552.0,2553.9,2553.0
587.31,587.09,587.53,4.184,5.996,1.134,1.653,7.214,10.494,80.048,34.869,2553.9,2556.4,2555.2
587.765,587.53,588,3.448,5.456,0.821,1.398,6.092,8.367,69.383,27.376,2556.4,2559.5,2558.0
588.2,588,588.4,2.276,15.666,0.938,1.361,5.711,6.984,68.577,81.697,2559.5,2561.5,2560.5
588.62,588.4,588.84,4.621,8.607,1.447,2.491,11.202,11.451,79.862,55.809,2561.5,2563.7,2562.6
589.06,588.84,589.27,6.851,5.024,1.017,2.26,8.096,15.032,68.887,31.315,2563.7,2566.0,2564.9
589.49,589.27,589.71,5.931,5.654,1.29,2.285,10.2,12.125,68.391,72.283,2566.0,2568.6,2567.3
589.93,589.71,590.15,3.379,8.643,1.251,1.495,5.772,14.89,72.732,83.714,2568.6,2570.7,2569.7
590.37,590.15,590.58,4.046,10.066,1.095,1.41,6.473,9.147,67.523,28.529,2570.7,2573.4,2572.1
590.79,590.58,591,4.069,6.59,1.134,1.58,6.713,9.75,77.94,32.564,2573.4,2575.7,2574.6
591.24,591.02,591.45,3.357,10.876,1.095,1.349,5.11,9.572,78.498,43.994,2575.8,2578.3,2577.1
591.67,591.45,591.89,6.069,10.39,1.29,1.738,7.776,14.855,92.573,30.979,2578.3,2580.8,2579.6
592.095,591.89,592.3,4.874,14.91,1.994,1.786,8.016,12.799,86.373,33.62,2580.8,2583.1,2582.0
592.55,592.33,592.76,3.425,9.562,1.095,1.495,9.359,8.19,69.011,28.817,2583.3,2585.5,2584.4
592.98,592.76,593.2,3.448,10.606,1.017,1.519,7.275,7.871,65.849,28.193,2585.5,2588.0,2586.8
593.415,593.2,593.63,10.966,8.301,1.72,3.585,22.465,15.422,75.026,42.457,2588.0,2589.8,2588.9
593.85,593.63,594.07,3.747,6.626,1.251,1.811,7.796,11.983,78.622,42.986,2589.8,2592.3,2591.1
594.285,594.07,594.5,3.081,7.113,0.899,1.167,4.048,8.154,67.275,58.883,2592.3,2594.6,2593.5
594.72,594.5,594.94,3.127,8.265,1.134,0.96,4.088,8.048,63.369,24.879,2594.6,2596.9,2595.8
595.16,594.94,595.37,2.299,18.421,1.212,1.167,5.912,6.559,83.025,38.423,2596.9,2599.0,2598.0
595.59,595.37,595.81,6.759,6.825,1.095,1.823,6.653,14.997,72.298,32.804,2599.0,2601.7,2600.4
596.03,595.81,596.24,5.081,7.239,1.329,1.701,7.234,11.522,89.411,31.891,2601.7,2604.0,2602.9
596.46,596.24,596.68,4.23,6.302,1.056,1.398,6.252,9.218,66.159,24.735,2604.0,2606.1,2605.1
596.90,596.68,597.11,5.931,10.642,1.759,2.552,16.773,15.528,100.386,44.379,2606.1,2608.2,2607.2
597.33,597.11,597.55,3.816,18.475,1.017,1.653,5.792,9.643,73.042,46.204,2608.2,2610.7,2609.5
597.775,597.55,598,5.862,9.868,1.095,2.066,6.353,13.401,72.608,92.551,2610.7,2612.8,2611.8
598.21,598,598.42,4.046,8.589,0.938,1.543,8.116,8.544,57.107,35.781,2612.8,2614.9,2613.9
598.64,598.42,598.85,3.127,9.237,0.977,1.045,5.15,7.374,65.415,25.743,2614.9,2617.2,2616.1
599.07,598.85,599.29,4.782,12.443,1.525,1.799,5.371,11.522,86.311,46.636,2617.2,2619.5,2618.4
599.51,599.29,599.72,3.701,7.635,1.095,1.227,3.747,9.076,73.414,48.029,2619.5,2622.0,2620.8
599.94,599.72,600.16,2.759,11.956,0.821,1.191,4.749,7.587,69.321,71.947,2622.0,2624.3,2623.2
600.38,600.16,600.59,4.598,6.068,0.665,1.689,6.012,11.38,74.282,48.461,2624.3,2626.5,2625.4
600.795,600.59,601,3.242,4.736,0.743,1.3,5.05,7.551,71.74,21.277,2626.5,2628.4,2627.5
601.23,601,601.46,7.38,7.977,1.955,1.981,6.273,15.67,89.101,34.1,2628.4,2631.1,2629.8
601.68,601.46,601.9,7.173,7.869,1.251,1.847,5.731,15.954,76.08,31.411,2631.1,2633.5,2632.3
602.115,601.9,602.33,6.713,5.276,1.447,1.714,6.613,13.508,72.608,29.009,2633.5,2635.4,2634.5
602.55,602.33,602.76,2.069,3.781,0.665,0.936,3.547,5.034,58.843,26.752,2635.4,2637.8,2636.6
602.98,602.76,603.2,4.828,6.518,0.86,1.568,4.068,12.728,76.514,68.681,2637.8,2640.1,2639.0
603.415,603.2,603.63,4.253,7.329,0.86,1.604,5.992,10.175,71.492,35.974,2640.1,2642.3,2641.2
603.815,603.63,604,4.782,5.258,1.056,1.568,6.112,10.53,76.142,28.433,2642.3,2644.4,2643.4
604.4,604.2,604.5,3.379,4.808,0.782,1.057,4.108,8.792,68.205,24.783,2645.5,2647.3,2646.4
604.715,604.5,604.93,4.621,8.751,0.977,1.556,5.05,11.239,74.034,32.323,2647.3,2649.8,2648.6
605.15,604.93,605.37,4.414,5.42,0.938,1.361,4.349,9.82,69.135,27.136,2649.8,2652.0,2650.9
605.585,605.37,605.8,4.828,6.626,1.212,1.507,5.611,10.104,64.609,20.893,2652.0,2654.1,2653.1
606.015,605.8,606.23,4.046,10.588,1.368,1.701,6.713,10.281,84.513,28.337,2654.1,2657.1,2655.6
606.44,606.23,606.64,6.345,21.068,2.033,2.005,6.072,12.834,69.508,30.162,2657.1,2658.6,2657.9
606.885,606.67,607.1,4.092,6.446,2.072,1.337,6.232,8.792,65.911,28.577,2658.7,2661.3,2660.0
607.32,607.1,607.54,6.368,16.656,2.189,1.58,6.192,11.487,61.633,26.896,2661.3,2663.6,2662.5
607.77,607.54,608,3.54,13.307,1.486,1.908,7.796,8.154,80.482,50.19,2663.6,2666.6,2665.1
608.2,608,608.4,4.207,6.464,1.251,1.58,5.15,10.423,83.645,47.404,2666.6,2668.8,2667.7
608.62,608.4,608.84,5.334,8.535,0.899,1.677,6.112,10.6,67.213,30.354,2668.8,2670.9,2669.9
608.93,608.84,609.02,5.908,9.904,1.329,1.665,4.649,13.401,74.096,50.526,2670.9,2671.8,2671.4
609.485,609.27,609.7,4.115,13.037,1.251,1.714,5.992,9.218,74.964,40.921,2673.2,2675.0,2674.1
609.915,609.7,610.13,8,7.059,1.056,1.823,4.228,15.777,73.414,64.311,2675.0,2677.8,2676.4
610.35,610.13,610.57,3.54,8.445,1.251,1.094,3.507,8.367,68.019,29.153,2677.8,2679.9,2678.9
610.785,610.57,611,5.38,15.936,1.134,1.568,5.271,10.494,75.77,30.546,2679.9,2682.0,2681.0
611.215,611,611.43,5.587,5.258,1.251,1.859,7.094,11.31,76.142,34.148,2682.0,2684.9,2683.5
611.65,611.43,611.87,3.402,7.005,0.938,1.422,4.549,8.154,66.903,107.392,2684.9,2687.5,2686.2
612.085,611.87,612.3,4.92,6.338,1.134,1.859,6.152,10.813,74.406,63.158,2687.5,2690.3,2688.9
612.515,612.3,612.73,3.104,6.59,1.134,1.215,4.689,6.878,70.872,26.176,2690.3,2692.7,2691.5
612.95,612.73,613.16,3.311,9.273,0.899,1.252,4.088,6.701,62.997,33.332,2692.7,2694.9,2693.8
613.38,613.16,613.6,2.483,9.508,0.743,0.875,2.806,5.956,69.942,21.805,2694.9,2697.2,2696.1
613.8,613.6,614,6.023,10.012,1.173,2.066,7.014,12.054,76.08,36.598,2697.2,2699.2,2698.2
614.23,614,614.46,3.15,12.064,0.977,1.094,3.287,8.119,71.678,23.438,2699.2,2701.3,2700.3
614.68,614.46,614.89,3.77,8.355,1.056,0.984,2.485,8.757,64.423,22.237,2701.3,2703.3,2702.3
615.11,614.89,615.33,8.736,6.608,1.173,2.625,6.934,18.967,70.252,34.581,2703.3,2705.4,2704.4
615.55,615.33,615.76,3.931,14.711,0.977,1.859,8.236,9.395,78.87,27.136,2705.4,2708.1,2706.8
615.98,615.76,616.19,4.207,22.076,1.056,1.774,7.715,9.856,77.382,28.769,2708.1,2710.2,2709.2
616.41,616.19,616.62,4.529,13.505,1.056,2.358,10.601,10.671,85.815,37.318,2710.2,2712.5,2711.4
616.82,616.62,617.02,4.391,14.765,1.134,1.556,5.731,9.608,67.647,35.445,2712.5,2714.8,2713.7
617.26,617.02,617.49,5.012,13.919,0.977,1.495,6.453,11.38,68.763,29.874,2714.8,2718.0,2716.4
617.71,617.49,617.92,8.598,25.948,1.564,2.54,10.24,16.947,69.445,38.519,2718.0,2721.1,2719.6
618.14,617.92,618.35,2.828,12.587,0.977,1.531,7.094,8.757,83.087,45.339,2721.1,2724.4,2722.8
618.57,618.35,618.78,5.77,17.863,1.329,2.029,7.335,12.125,75.956,64.311,2724.4,2726.9,2725.7
619.00,618.78,619.21,7.472,8.337,1.642,2.649,10.1,18.967,86.063,46.684,2726.9,2729.1,2728.0
619.43,619.21,619.64,4.023,12.281,1.251,1.944,7.415,18.755,82.405,40.392,2729.1,2732.3,2730.7
619.88,619.64,620.11,3.839,17.683,1.564,1.385,6.032,11.203,84.947,34.437,2732.3,2734.9,2733.6
620.31,620.11,620.51,5.104,6.789,1.329,1.799,5.992,16.096,77.196,43.274,2734.9,2737.2,2736.1
620.73,620.51,620.94,5.816,6.05,1.29,1.944,5.711,13.437,75.026,27.953,2737.2,2739.9,2738.6
621.16,620.94,621.37,3.54,21.374,1.29,1.276,4.749,10.104,78.684,22.718,2739.9,2742.3,2741.1
621.585,621.37,621.8,5.081,7.473,1.486,1.495,5.912,10.707,59.835,26.32,2742.3,2744.4,2743.4
622.005,621.8,622.21,8.575,4.178,2.268,1.896,9.98,14.607,74.406,29.057,2744.4,2746.7,2745.6
622.44,622.21,622.66,3.977,6.807,1.173,1.215,5.351,9.608,79.738,28.385,2746.7,2749.0,2747.9
622.88,622.66,623.09,5.61,8.463,1.368,1.871,5.23,11.735,56.114,49.566,2749.0,2751.5,2750.3
623.31,623.09,623.52,7.954,6.302,1.212,2.722,8.136,20.775,66.717,49.662,2751.5,2753.7,2752.6
623.74,623.52,623.96,5.311,6.086,1.759,1.628,6.553,10.955,62.749,26.464,2753.7,2755.9,2754.8
624.18,623.96,624.39,4.138,7.599,1.447,1.811,7.395,9.501,90.527,30.21,2755.9,2758.3,2757.1
624.61,624.39,624.82,6.207,9.309,1.447,1.896,6.192,13.224,71.74,27.953,2758.3,2759.8,2759.1
625.04,624.82,625.25,5.61,7.635,1.095,1.58,6.152,12.125,70.562,27.521,2759.8,2762.8,2761.3
625.47,625.25,625.68,6.345,5.294,1.603,1.689,5.391,12.728,58.595,24.591,2762.8,2765.0,2763.9
625.90,625.68,626.11,6.023,10.138,3.636,2.297,9.319,13.118,84.141,36.79,2765.0,2767.5,2766.3
626.33,626.11,626.54,4.322,11.956,1.955,2.115,9.599,11.097,85.505,42.313,2767.5,2769.7,2768.6
626.76,626.54,626.97,4.23,14.964,1.994,1.191,4.87,11.203,92.201,34.437,2769.7,2772.4,2771.1
627.185,626.97,627.4,6.069,15.216,2.189,1.944,9.96,12.728,82.032,34.148,2772.4,2774.6,2773.5
627.615,627.4,627.83,5.77,8.175,1.681,2.115,10.24,11.026,81.474,33.044,2774.6,2777.0,2775.8
628.05,627.83,628.26,4.828,14.603,1.955,1.993,7.956,12.338,84.637,40.873,2777.0,2779.6,2778.3
628.48,628.26,628.69,7.931,6.248,1.212,2.394,9.198,16.06,67.709,32.467,2779.6,2781.3,2780.5
628.91,628.69,629.12,4.483,10.408,1.017,1.483,4.409,10.21,69.073,25.743,2781.3,2783.6,2782.5
629.34,629.12,629.55,8.851,9.904,1.916,2.163,8.878,17.762,81.226,29.874,2783.6,2785.7,2784.7
629.775,629.55,630,6.23,10.372,1.251,1.908,5.671,14.004,76.7,29.586,2785.7,2788.1,2786.9
630.205,630,630.41,3.173,8.643,0.938,1.215,4.449,7.764,71.554,27.665,2788.1,2790.2,2789.2
630.63,630.41,630.84,7.61,10.444,1.29,1.604,5.371,14.926,67.089,23.726,2790.2,2792.4,2791.3
631.06,630.84,631.27,4.46,7.599,1.095,1.786,6.653,10.175,65.973,33.044,2792.4,2794.3,2793.4
631.485,631.27,631.7,5.839,8.517,1.095,2.042,7.254,14.571,66.407,54.08,2794.3,2796.6,2795.5
631.915,631.7,632.13,4.046,10.462,1.212,1.58,4.509,10.281,82.218,45.531,2796.6,2798.9,2797.8
632.35,632.13,632.56,5.426,10.606,0.899,1.483,4.349,13.472,101.688,37.51,2798.9,2801.3,2800.1
632.78,632.56,633,4.989,7.599,1.017,1.774,8.918,9.041,74.654,35.109,2801.3,2803.4,2802.4
633.31,633.19,633.42,3.471,20.33,1.134,1.13,1.944,8.331,70.686,19.548,2804.5,2805.9,2805.2
633.64,633.42,633.85,4.092,9.742,1.29,1.385,5.05,10.246,81.598,31.555,2805.9,2808.0,2807.0
634.07,633.85,634.28,5.472,10.858,1.564,1.92,8.818,12.409,81.908,29.49,2808.0,2810.2,2809.1
634.50,634.28,634.71,4.667,12.425,1.486,1.653,6.693,12.373,97.224,33.524,2810.2,2812.4,2811.3
634.84,634.71,634.96,8.069,9.345,2.502,2.904,10.2,18.967,66.345,75.165,2812.4,2813.6,2813.0
636.21,636,636.42,7.587,7.167,1.368,1.774,5.751,15.245,71.616,29.442,2818.8,2820.9,2819.9
636.64,636.42,636.85,4.506,9.67,1.251,1.714,9.519,10.14,55.99,36.07,2820.9,2823.1,2822.0
636.925,636.85,637,4.713,6.807,1.72,1.325,4.569,11.132,63.121,30.834,2823.1,2823.8,2823.5
637.50,637.29,637.71,5.288,8.715,1.642,1.641,5.15,34.815,64.981,40.008,2825.6,2827.9,2826.8
637.93,637.71,638.14,6.345,8.319,1.486,1.908,7.936,15.245,89.597,31.555,2827.9,2830.4,2829.2
638.35,638.14,638.56,4.23,11.218,1.681,1.312,4.729,9.962,62.377,27.713,2830.4,2832.8,2831.6
638.78,638.56,639,5.104,12.839,1.486,1.701,7.555,11.841,72.608,27.713,2832.8,2835.6,2834.2
639.21,639,639.42,5.311,11.362,1.447,1.738,7.796,11.983,85.381,32.419,2835.6,2837.8,2836.7
639.64,639.42,639.85,2.529,10.39,1.368,0.936,4.289,7.764,76.08,21.469,2837.8,2839.8,2838.8
640.07,639.85,640.28,4.69,6.771,1.329,1.349,4.529,11.77,76.142,21.949,2839.8,2842.0,2840.9
640.50,640.28,640.71,5.196,8.049,1.017,1.665,8.256,11.912,74.034,28.097,2842.0,2844.2,2843.1
640.93,640.71,641.14,3.425,11.668,1.955,1.677,5.912,9.679,83.211,28.913,2844.2,2846.8,2845.5
641.35,641.14,641.56,4.989,12.911,1.134,1.495,5.832,10.6,76.266,20.941,2846.8,2849.2,2848.0
641.78,641.56,642,3.724,6.41,1.486,1.337,3.868,8.899,67.089,21.757,2849.2,2851.6,2850.4
642.21,642,642.42,5.012,7.383,2.502,1.434,4.669,10.459,72.732,24.158,2851.6,2853.9,2852.8
642.64,642.42,642.85,4.138,11.074,0.743,1.41,5.291,10.069,59.711,40.632,2853.9,2856.2,2855.1
643.07,642.85,643.28,4.368,10.498,1.447,1.677,7.655,10.955,78.436,44.715,2856.2,2858.6,2857.4
643.49,643.28,643.7,4.989,10.372,1.603,1.434,6.854,11.416,69.569,20.316,2858.6,2860.7,2859.7
643.915,643.7,644.13,5.012,7.851,1.681,1.835,7.635,10.92,69.508,39.432,2860.7,2863.2,2862.0
644.35,644.13,644.56,4.391,10.174,1.056,1.373,5.13,10.388,66.841,36.262,2863.2,2865.5,2864.4
644.78,644.56,645,3.701,9.652,0.899,1.24,4.549,8.757,64.671,21.133,2865.5,2867.7,2866.6
645.205,645,645.41,6.069,10.516,1.212,1.726,6.493,11.416,60.641,20.46,2867.7,2869.9,2868.8
645.64,645.41,645.86,6.621,8.445,1.955,2.005,9.439,12.515,71.74,26.944,2869.9,2872.5,2871.2
646.07,645.86,646.27,4.851,11.272,1.251,1.944,10.06,11.487,82.343,28.769,2872.5,2874.6,2873.6
646.485,646.27,646.7,6.506,6.825,0.782,2.102,6.072,15.103,80.11,53.456,2874.6,2876.9,2875.8
646.91,646.7,647.12,5.426,8.193,0.782,1.726,5.812,13.685,76.886,30.738,2876.9,2879.2,2878.1
647.34,647.12,647.55,4.092,14.279,1.838,1.543,7.254,10.565,76.762,37.703,2879.2,2881.5,2880.4
647.775,647.55,648,3.357,7.959,0.899,1.106,4.93,9.962,73.662,26.608,2881.5,2883.8,2882.7
648.2,648,648.4,8.069,9.381,1.212,2.005,6.733,17.478,67.275,33.812,2883.8,2886.0,2884.9
648.615,648.4,648.83,5.839,9.994,1.955,1.786,7.575,13.295,72.174,41.833,2886.0,2888.9,2887.5
649.05,648.83,649.26,5.058,7.635,1.408,1.556,4.89,12.763,74.22,29.73,2888.9,2891.4,2890.2
649.48,649.26,649.69,3.724,7.671,1.486,1.045,3.146,9.324,66.407,33.524,2891.4,2893.5,2892.5
649.90,649.69,650.11,4.667,6.482,1.525,1.106,4.91,10.955,71.988,28.001,2893.5,2895.7,2894.6
650.33,650.11,650.54,5.747,7.959,1.173,1.701,5.691,12.267,65.043,27.088,2895.7,2898.4,2897.1
650.77,650.54,651,4.667,9.652,1.134,1.361,5.05,11.629,83.769,29.298,2898.4,2900.9,2899.7
651.195,651,651.39,5.15,8.985,0.977,1.495,5.992,10.317,60.951,26.08,2900.9,2903.0,2902.0
651.61,651.39,651.82,4.759,5.96,1.095,1.568,5.291,11.735,73.104,32.852,2903.0,2905.3,2904.2
652.03,651.82,652.24,6.092,5.51,1.486,1.592,5.391,13.649,72.546,29.153,2905.3,2907.4,2906.4
652.46,652.24,652.67,4.897,10.336,1.212,1.507,6.393,11.451,67.337,31.699,2907.4,2909.7,2908.6
652.885,652.67,653.1,5.678,6.626,1.251,2.102,6.313,15.316,105.346,65.799,2909.7,2911.9,2910.8
653.31,653.1,653.52,4.874,7.671,1.447,1.786,6.974,12.054,82.467,34.725,2911.9,2914.0,2913.0
653.74,653.52,653.95,5.403,9.345,1.29,1.738,6.633,12.515,78.064,30.402,2914.0,2916.2,2915.1
654.17,653.95,654.38,7.84,4.898,1.408,1.993,8.677,15.316,76.576,29.97,2916.2,2918.8,2917.5
654.59,654.38,654.8,5.196,7.779,1.486,2.175,9.379,12.089,84.079,33.956,2918.8,2921.1,2920.0
655.015,654.8,655.23,3.885,23.517,1.368,1.215,5.471,8.721,70.19,24.062,2921.1,2923.1,2922.1
655.44,655.23,655.65,4.46,8.931,0.977,1.604,8.136,9.147,68.887,26.848,2923.1,2925.3,2924.2
655.87,655.65,656.08,4.966,5.726,0.665,1.385,4.95,11.948,75.212,28.961,2925.3,2927.4,2926.4
656.30,656.08,656.51,4.966,10.822,1.29,1.896,7.555,14.217,93.813,41.161,2927.4,2929.8,2928.6
656.72,656.51,656.93,4.345,11.812,0.899,1.556,6.934,11.841,87.241,35.349,2929.8,2932.1,2931.0
657.13,656.93,657.33,6.299,8.355,0.899,1.568,7.315,14.607,61.571,29.682,2932.1,2934.1,2933.1
657.57,657.36,657.78,4.253,5.834,2.307,1.069,4.85,9.608,64.485,25.503,2934.3,2936.6,2935.5
658.00,657.78,658.21,6.184,6.969,4.027,1.215,6.393,12.976,66.407,31.171,2936.6,2939.0,2937.8
658.42,658.21,658.63,5.265,12.209,2.15,1.896,8.076,13.153,86.497,50.094,2939.0,2940.8,2939.9
658.85,658.63,659.06,4.621,7.815,1.173,1.361,7.315,12.267,71.492,36.262,2940.8,2943.3,2942.1
659.27,659.06,659.48,6.046,5.888,0.977,1.47,5.13,14.146,90.589,31.987,2943.3,2945.4,2944.4
659.70,659.48,659.91,3.494,5.906,0.977,1.142,3.287,8.934,62.625,39.624,2945.4,2948.1,2946.8
660.13,659.91,660.34,8.437,11.128,2.737,1.774,7.635,18.436,78.808,31.075,2948.1,2950.6,2949.4
660.55,660.34,660.76,3.517,7.455,1.134,0.984,4.228,8.97,66.221,35.878,2950.6,2952.9,2951.8
660.98,660.76,661.19,6.023,6.969,1.955,2.139,8.838,12.763,84.885,44.667,2952.9,2955.4,2954.2
661.40,661.19,661.61,6.069,15.702,3.167,1.543,7.114,13.082,80.792,32.419,2955.4,2957.8,2956.6
661.83,661.61,662.04,6.437,12.677,1.72,1.495,5.531,14.146,75.522,39.24,2957.8,2960.4,2959.1
662.25,662.04,662.46,3.494,8.571,1.72,1.045,3.487,9.395,90.031,33.572,2960.4,2962.5,2961.5
662.68,662.46,662.89,5.38,12.137,1.486,1.762,5.952,12.054,76.142,59.844,2962.5,2965.2,2963.9
663.10,662.89,663.31,6.092,6.518,1.251,1.41,6.453,12.267,65.973,24.062,2965.2,2967.6,2966.4
663.52,663.31,663.73,4.115,11.938,1.877,1.24,6.413,9.253,78.932,34.869,2967.6,2969.7,2968.7
663.95,663.73,664.16,7.104,8.823,1.134,1.726,6.032,16.734,85.877,30.69,2969.7,2972.4,2971.1
664.37,664.16,664.58,11.679,9.454,3.089,2.345,6.834,22.903,73.414,32.708,2972.4,2974.7,2973.6
664.79,664.58,664.99,3.885,10.336,1.095,1.276,4.589,10.352,79.428,40.392,2974.7,2977.1,2975.9
665.21,664.99,665.43,6.713,11.146,2.971,1.799,5.11,15.174,108.261,50.142,2977.1,2979.7,2978.4
665.65,665.43,665.86,6.161,10.804,1.486,1.288,3.928,13.72,77.94,29.874,2979.7,2982.1,2980.9
666.07,665.86,666.28,22.714,5.924,3.48,2.722,9.519,25.243,79.924,52.784,2982.1,2984.2,2983.2
666.50,666.28,666.71,4.667,21.518,1.564,1.774,8.076,11.735,93.255,42.361,2984.2,2986.3,2985.3
666.92,666.71,667.13,3.701,21.248,1.017,1.422,5.01,9.962,78.064,35.781,2986.3,2988.2,2987.3
667.34,667.13,667.55,4.552,11.452,1.486,1.033,6.092,187.901,89.163,37.318,2988.2,2990.5,2989.4
667.775,667.55,668,12.414,12.407,4.223,1.774,7.375,22.69,69.259,31.459,2990.5,2993.0,2991.8
668.2,668,668.4,4.92,5.294,1.642,1.993,9.699,10.884,76.638,31.555,2993.0,2995.3,2994.2
668.615,668.4,668.83,2.851,10.192,0.665,1.434,7.194,8.899,96.418,30.786,2995.3,2997.6,2996.5
669.04,668.83,669.25,3.471,7.923,0.782,1.483,5.792,9.82,93.689,27.569,2997.6,2999.8,2998.7
669.46,669.25,669.67,4.529,4.25,0.704,1.215,4.048,11.345,89.287,35.397,2999.8,3002.1,3001.0
669.885,669.67,670.1,4.69,6.248,0.821,1.701,11.002,11.203,75.956,30.45,3002.1,3004.6,3003.4
670.31,670.1,670.52,3.379,29.765,0.938,1.215,5.19,8.651,71.802,23.534,3004.6,3006.8,3005.7
670.73,670.52,670.94,3.701,17.412,1.368,1.24,5.03,9.572,77.878,31.075,3006.8,3009.0,3007.9
671.16,670.94,671.37,4.345,9.418,1.095,1.774,8.477,12.479,91.643,34.052,3009.0,3011.4,3010.2
671.58,671.37,671.79,6.23,13.307,1.095,1.726,6.032,16.627,90.899,39.384,3011.4,3013.5,3012.5
672.00,671.79,672.21,4.483,8.985,1.134,1.446,6.032,11.097,77.196,30.834,3013.5,3015.9,3014.7
672.43,672.21,672.64,5.885,7.851,0.977,1.835,7.936,13.295,69.694,25.791,3015.9,3018.4,3017.2
672.85,672.64,673.06,6.276,6.194,0.938,1.665,5.892,13.791,69.632,32.323,3018.4,3020.6,3019.5
673.27,673.06,673.48,3.839,8.535,0.977,1.373,6.252,9.785,71.492,23.822,3020.6,3022.7,3021.7
673.70,673.48,673.91,3.448,3.547,0.743,1.167,4.77,8.19,66.345,30.979,3022.7,3024.9,3023.8
674.12,673.91,674.33,4.115,5.708,1.056,1.276,2.946,11.841,74.22,28.769,3024.9,3027.2,3026.1
674.54,674.33,674.75,3.678,4.826,0.938,1.154,5.19,9.147,66.779,22.574,3027.2,3029.5,3028.4
674.97,674.75,675.18,4.552,6.284,1.134,1.215,7.214,11.629,81.536,27.376,3029.5,3032.2,3030.9
675.39,675.18,675.6,3.104,7.383,0.899,1.325,4.85,11.061,67.957,162.241,3032.2,3034.3,3033.3
675.8,675.6,676,3.931,4.628,0.704,1.106,4.208,9.005,53.758,19.98,3034.3,3036.1,3035.2
676.22,676,676.44,3.977,5.618,0.899,1.543,7.074,10.388,84.451,35.253,3036.1,3038.5,3037.3
676.66,676.44,676.87,3.954,7.815,1.134,1.908,7.134,10.813,79.49,40.344,3038.5,3040.5,3039.5
677.145,677,677.29,9.127,4.628,1.056,2.358,8.377,19.251,78.374,36.022,3041.2,3042.9,3042.1
677.50,677.29,677.71,4.851,6.518,0.938,1.434,5.671,12.657,93.999,28.529,3042.9,3045.4,3044.2
677.93,677.71,678.14,6.161,4.52,0.665,2.212,8.016,12.621,71.492,41.449,3045.4,3047.9,3046.7
678.35,678.14,678.56,5.012,3.097,1.017,1.592,7.295,11.912,63.245,30.018,3047.9,3050.2,3049.1
678.77,678.56,678.98,6.713,8.787,1.329,1.884,5.832,16.698,82.715,37.462,3050.2,3052.6,3051.4
679.19,678.98,679.4,3.609,5.006,0.782,1.434,4.369,10.884,77.32,29.298,3052.6,3054.5,3053.6
679.61,679.4,679.82,2.805,10.264,0.821,0.984,3.246,9.36,89.287,27.713,3054.5,3056.8,3055.7
680.04,679.82,680.25,6.897,4.844,1.056,2.516,9.639,14.075,76.08,48.269,3056.8,3059.8,3058.3
680.46,680.25,680.67,4.713,5.258,1.759,1.628,6.152,11.168,71.182,36.838,3059.8,3062.5,3061.2
680.88,680.67,681.09,2.644,3.493,0.899,1.106,4.349,8.651,70.004,40.392,3062.5,3065.1,3063.8
681.30,681.09,681.51,5.104,9.922,0.86,2.115,7.375,12.869,70.748,49.23,3065.1,3067.3,3066.2
681.72,681.51,681.93,3.517,8.607,1.212,1.349,5.451,8.934,77.444,25.119,3067.3,3070.0,3068.7
682.15,681.93,682.36,2.966,3.457,0.938,1.154,6.333,17.727,59.091,27.617,3070.0,3073.0,3071.5
682.57,682.36,682.78,4.299,2.503,0.977,1.689,6.753,10.671,62.873,38.087,3073.0,3076.1,3074.6
682.99,682.78,683.2,4.667,4.358,1.642,2.005,8.036,11.345,77.32,61.909,3076.1,3078.5,3077.3
