Age,Deuterium2007,TempAnomaly
199064.66,-405.9,-2.25
198978.77,-405.5,-2.19
198890.81,-407.4,-2.51
198800.28,-409.5,-2.86
198715.02,-406,-2.29
198636.50,-403.1,-1.81
198554.01,-402.5,-1.71
198465.41,-408.7,-2.74
198376.03,-407.7,-2.58
198281.72,-413.9,-3.61
198193.02,-407.7,-2.60
198107.50,-405,-2.16
198018.89,-408.1,-2.67
197928.56,-409.2,-2.86
197837.64,-409.5,-2.92
197745.34,-410.6,-3.10
197656.14,-408.5,-2.76
197568.64,-409.9,-3.00
197473.61,-413.3,-3.57
197377.34,-413.2,-3.57
197282.30,-412.3,-3.43
197189.19,-410.9,-3.20
197091.97,-413.7,-3.68
196993.14,-414.8,-3.87
196893.44,-415.3,-3.96
196791.59,-416.7,-4.20
196686.04,-419,-4.59
196579.29,-420.3,-4.81
196482.82,-417.7,-4.39
196377.64,-420.7,-4.90
196274.90,-418.6,-4.56
196168.07,-421,-4.96
196067.99,-413.9,-3.80
195960.94,-420.7,-4.93
195852.63,-420.5,-4.91
195742.78,-421.9,-5.15
195641.75,-417.7,-4.47
195545.48,-423,-5.35
195433.88,-421.1,-5.05
195324.42,-421.1,-5.06
195213.30,-422.8,-5.35
195105.27,-419.9,-4.88
194993.69,-422.6,-5.34
194869.91,-430,-6.57
194753.67,-424.5,-5.67
194635.71,-426.3,-5.98
194515.20,-427.6,-6.21
194394.53,-427.5,-6.20
194268.64,-431,-6.79
194149.40,-425.8,-5.95
194019.10,-433.7,-7.26
193897.45,-427.3,-6.22
193769.64,-431.9,-6.99
193645.85,-430.7,-6.81
193520.51,-430.3,-6.75
193396.15,-429.3,-6.60
193263.63,-434.5,-7.47
193139.70,-429,-6.58
193028.83,-422,-5.43
192912.71,-425.5,-6.02
192794.68,-426.4,-6.17
192672.45,-429.2,-6.64
192555.87,-425,-5.96
192435.47,-428.3,-6.51
192332.48,-417.7,-4.77
192230.54,-417.1,-4.67
192126.87,-418.7,-4.94
192025.56,-417.5,-4.75
191916.53,-423.51,-5.74
191805.57,-421.9,-5.48
191682.22,-430.7,-6.93
191563.54,-426.7,-6.28
191439.60,-430.5,-6.91
191316.50,-429.4,-6.74
191188.48,-432.6,-7.27
191061.40,-432,-7.18
190936.15,-430.7,-6.97
190799.20,-437.3,-8.06
190671.90,-431.3,-7.08
190535.98,-436.9,-8.01
190400.39,-436.7,-7.99
190275.63,-430.8,-7.02
190155.29,-428.9,-6.71
190039.01,-426.4,-6.31
189911.43,-433.2,-7.43
189791.18,-428.5,-6.66
189673.87,-427.6,-6.51
189558.41,-426.1,-6.27
189439.25,-428.9,-6.73
189320.41,-428.9,-6.73
189207.23,-425.1,-6.11
189095.21,-425.1,-6.11
188989.36,-421.1,-5.45
188871.96,-428.2,-6.62
188756.60,-425.62,-6.20
188644.20,-425.1,-6.12
188528.47,-427.9,-6.58
188421.57,-421.8,-5.57
188314.39,-422.21,-5.64
188207.41,-422.5,-5.69
188101.98,-422.5,-5.69
188009.06,-412.4,-4.03
187916.37,-414.2,-4.32
187826.40,-411.6,-3.89
187732.50,-414.6,-4.38
187632.92,-418.5,-5.02
187532.08,-418.9,-5.09
187425.08,-423.4,-5.83
187319.62,-422.1,-5.62
187213.80,-421.6,-5.54
187099.43,-428.2,-6.63
186983.86,-428.2,-6.63
186866.91,-428.9,-6.75
186747.92,-430.6,-7.03
186633.77,-427.2,-6.47
186512.46,-432.4,-7.33
186398.05,-434.6,-7.69
186272.59,-434.3,-7.65
186145.20,-435,-7.77
186017.04,-435.4,-7.84
185888.45,-435.7,-7.89
185754.59,-438.4,-8.34
185621.86,-437.7,-8.22
185487.49,-438.8,-8.41
185352.96,-439.3,-8.50
185228.55,-433.3,-7.51
185101.01,-435.5,-7.87
184967.92,-438.4,-8.35
184831.10,-440.2,-8.66
184688.18,-443.2,-9.15
184554.18,-438.8,-8.43
184415.96,-441.1,-8.82
184275.78,-442.4,-9.04
184143.08,-438.2,-8.35
184009.06,-439.4,-8.55
183877.17,-437.9,-8.31
183739.84,-441.1,-8.84
183597.68,-443.3,-9.20
183461.43,-443.6,-9.26
183331.57,-437.9,-8.32
183195.26,-443.4,-9.23
183062.43,-440.6,-8.77
182929.21,-441,-8.84
182798.21,-440.4,-8.74
182662.72,-441,-8.84
182533.53,-438.4,-8.41
182407.78,-439,-8.51
182269.30,-436,-8.02
182132.54,-441.3,-8.89
182000.80,-443.4,-9.24
181868.11,-439.2,-8.55
181729.28,-442.3,-9.06
181602.64,-442.4,-9.08
181484.37,-437.8,-8.32
181350.54,-440.6,-8.79
181214.64,-441.9,-9.00
181085.85,-437.6,-8.29
180956.06,-438.8,-8.49
180829.29,-436.38,-8.10
180697.67,-441.94,-9.02
180565.71,-439.9,-8.68
180434.81,-439.4,-8.60
180309.00,-437.3,-8.26
180190.69,-432.5,-7.47
180062.66,-438.1,-8.39
179933.56,-441.47,-8.95
179818.61,-430.4,-7.13
179694.34,-436.9,-8.20
179562.13,-439.2,-8.58
179432.47,-440.7,-8.83
179307.78,-436.6,-8.16
179182.42,-439.73,-8.68
179060.36,-435.8,-8.03
178943.87,-432.3,-7.46
178832.31,-429.8,-7.05
178722.15,-429,-6.92
178612.71,-429.5,-7.00
178510.56,-423,-5.93
178404.20,-427.6,-6.69
178298.39,-426.7,-6.54
178194.86,-425.4,-6.32
178095.48,-422.5,-5.85
177993.81,-423.37,-5.99
177898.52,-419.8,-5.40
177801.12,-421.7,-5.71
177700.73,-422.5,-5.84
177584.24,-435.2,-7.93
177478.13,-427.2,-6.61
177375.16,-428.09,-6.76
177268.14,-428.6,-6.84
177165.03,-425.5,-6.33
177064.61,-421.1,-5.61
176958.00,-428.3,-6.79
176848.35,-429.2,-6.94
176727.95,-436.3,-8.11
176610.21,-437.3,-8.28
176487.41,-437.3,-8.28
176357.30,-440.9,-8.87
176229.25,-439.7,-8.68
176103.00,-438.8,-8.53
175975.71,-439.2,-8.60
175841.95,-443,-9.23
175712.01,-440.8,-8.87
175582.48,-440.9,-8.89
175461.49,-436.43,-8.15
175342.69,-435.2,-7.95
175227.74,-433.2,-7.62
175113.36,-432.2,-7.46
174990.85,-438,-8.41
174873.75,-434.7,-7.87
174760.52,-431.7,-7.37
174642.74,-435.4,-7.98
174528.41,-432.8,-7.56
174410.30,-437.81,-8.38
174291.02,-434.35,-7.81
174171.28,-436.2,-8.12
174052.70,-435.4,-7.99
173933.42,-435.9,-8.07
173811.07,-437.4,-8.32
173685.23,-439.7,-8.70
173564.64,-436.5,-8.18
173443.04,-436.45,-8.17
173328.58,-433,-7.61
173210.29,-436.2,-8.14
173097.28,-431.7,-7.40
172975.64,-438.1,-8.46
172861.26,-433.1,-7.64
172748.74,-432,-7.46
172631.56,-427.47,-6.71
172520.35,-431.9,-7.45
172414.67,-427.7,-6.76
172308.25,-429.8,-7.10
172208.27,-423.7,-6.10
172105.57,-427.24,-6.68
172008.90,-422.1,-5.84
171911.82,-422.6,-5.92
171810.25,-427,-6.64
171711.65,-423.3,-6.03
171609.92,-426.4,-6.55
171505.34,-429,-6.97
171394.94,-431.6,-7.40
171275.38,-436.9,-8.28
171156.54,-436,-8.13
171035.62,-438.58,-8.56
170915.50,-437.82,-8.44
170799.11,-436.22,-8.18
170682.07,-435.83,-8.12
170569.22,-436.73,-8.27
170456.88,-435.8,-8.12
170343.25,-436.91,-8.31
170225.84,-435.84,-8.13
170109.40,-434.5,-7.91
169996.22,-432.9,-7.65
169880.75,-435.2,-8.03
169778.28,-426.4,-6.59
169675.45,-426.7,-6.64
169565.09,-432.2,-7.54
169453.34,-432.7,-7.63
169342.63,-432.1,-7.53
169239.08,-427.6,-6.79
169138.66,-425.8,-6.49
169037.52,-426.3,-6.58
168937.37,-425.6,-6.46
168830.35,-434.3,-7.89
168719.12,-435.8,-8.14
168616.22,-426.9,-6.68
168515.76,-425.6,-6.46
168413.05,-429.4,-7.09
168308.97,-427.4,-6.76
168213.28,-421.8,-5.83
168116.65,-423.2,-6.06
168015.21,-427.6,-6.79
167915.27,-424.8,-6.32
167809.47,-429.9,-7.16
167700.30,-431.4,-7.41
167586.25,-434.7,-7.95
167481.76,-428.8,-6.98
167380.35,-431,-7.34
167270.75,-432.3,-7.56
167160.56,-432.2,-7.54
167050.09,-432.6,-7.61
166941.45,-431.2,-7.38
166824.45,-440.3,-8.88
166705.86,-437,-8.34
166585.04,-438.6,-8.60
166473.60,-432.7,-7.63
166358.39,-435.8,-8.15
166244.85,-438.2,-8.54
166118.58,-441.48,-9.08
166002.68,-434.9,-8.00
165886.54,-436,-8.19
165767.76,-437.2,-8.39
165646.16,-439.3,-8.73
165529.99,-436,-8.19
165417.21,-433.4,-7.77
165297.25,-438.7,-8.64
165176.90,-440.39,-8.92
165050.91,-442,-9.19
164933.53,-436.3,-8.25
164813.84,-438,-8.54
164692.16,-439.3,-8.75
164571.96,-438.5,-8.62
164453.36,-437,-8.38
164327.68,-441.5,-9.12
164197.89,-443.7,-9.49
164074.02,-440.3,-8.93
163952.94,-442.41,-9.28
163835.49,-437,-8.40
163730.50,-429.2,-7.12
163622.80,-430.9,-7.40
163505.99,-437.7,-8.52
163393.18,-438.1,-8.58
163289.11,-429.2,-7.12
163182.40,-431.2,-7.45
163080.44,-428,-6.92
162979.02,-427.8,-6.88
162877.02,-428.3,-6.97
162774.87,-427.5,-6.83
162671.68,-433.5,-7.82
162570.00,-430.5,-7.32
162475.81,-423.49,-6.17
162375.33,-428,-6.91
162277.77,-423.8,-6.21
162177.84,-425.4,-6.47
162076.83,-424.9,-6.39
161974.20,-426.3,-6.62
161876.68,-427,-6.73
161763.84,-431.9,-7.54
161662.78,-428.2,-6.93
161558.41,-430.1,-7.24
161443.49,-435.5,-8.13
161329.57,-440,-8.87
161210.30,-441,-9.04
161097.39,-434.7,-8.00
160980.62,-436.1,-8.23
160867.92,-435.3,-8.10
160756.11,-434.8,-8.02
160643.55,-435.7,-8.17
160539.02,-432.1,-7.57
160432.21,-432.1,-7.57
160323.39,-432.9,-7.70
160208.88,-430.99,-7.39
160106.21,-431.52,-7.47
160002.24,-431.46,-7.46
159897.37,-434.51,-7.96
159795.89,-432.17,-7.58
159691.68,-431,-7.38
159588.11,-430.5,-7.30
159490.19,-428.3,-6.93
159386.75,-428.7,-6.99
159298.05,-431.7,-7.49
159200.15,-427.9,-6.86
159104.70,-421.1,-5.74
159010.30,-425.9,-6.52
158911.21,-423.1,-6.06
158813.38,-430.6,-7.29
158712.90,-432.3,-7.57
158607.08,-434.4,-7.92
158496.96,-435.6,-8.11
158396.62,-441.4,-9.07
158292.68,-445.4,-9.73
158192.98,-441.1,-9.02
158091.86,-440.7,-8.95
157971.50,-441.2,-9.04
157855.97,-437.8,-8.48
157741.52,-439.85,-8.82
157627.02,-437.4,-8.41
157513.31,-436.5,-8.27
157391.97,-441.9,-9.16
157266.61,-444.1,-9.52
157149.25,-438.7,-8.64
157031.77,-439.5,-8.77
156915.27,-440.5,-8.94
156799.40,-438,-8.53
156673.80,-444.6,-9.61
156553.92,-440.6,-8.96
156436.08,-439.5,-8.78
156306.11,-444.34,-9.58
156174.46,-447.1,-10.03
156044.35,-446.4,-9.92
155925.00,-440.7,-8.99
155809.76,-438.5,-8.62
155697.02,-437,-8.38
155584.38,-436.9,-8.36
155463.60,-442.3,-9.25
155348.89,-437.9,-8.53
155235.39,-437.6,-8.48
155117.23,-440.3,-8.93
154997.75,-441.3,-9.09
154881.66,-439,-8.72
154762.49,-440.9,-9.03
154641.09,-442.4,-9.28
154526.69,-438.4,-8.63
154414.54,-437.2,-8.43
154304.79,-435.7,-8.19
154196.16,-434.7,-8.03
154078.44,-440.6,-9.00
153960.09,-441.2,-9.10
153848.38,-436.7,-8.36
153741.13,-434.3,-7.97
153635.79,-432.29,-7.64
153529.74,-433.8,-7.89
153422.81,-433.9,-7.91
153310.43,-438.4,-8.65
153202.22,-434.9,-8.07
153096.36,-433.7,-7.88
152991.10,-433.7,-7.88
152897.50,-433.4,-7.83
152790.71,-435.3,-8.14
152689.37,-431.1,-7.45
152593.06,-429.4,-7.17
152492.51,-430.8,-7.40
152389.48,-432.4,-7.66
152288.60,-431,-7.43
152185.98,-432.1,-7.61
152080.58,-434,-7.93
151976.19,-433.3,-7.81
151872.44,-433,-7.76
151769.62,-432.3,-7.65
151666.72,-432.6,-7.70
151565.24,-432,-7.60
151466.83,-428.4,-7.01
151362.24,-435.1,-8.11
151263.09,-429.3,-7.16
151162.85,-430.9,-7.42
151059.95,-433,-7.77
150957.80,-432.3,-7.66
150857.41,-430.9,-7.43
150756.83,-431.5,-7.53
150657.50,-430.2,-7.31
150556.77,-431.6,-7.55
150456.37,-431.6,-7.55
150359.52,-428.5,-7.04
150262.65,-429.3,-7.17
150167.30,-427.8,-6.92
150072.01,-428,-6.96
149976.26,-428.3,-7.00
149879.69,-429.1,-7.14
149784.28,-427.8,-6.92
149681.76,-433.4,-7.84
149586.36,-427.7,-6.91
149483.10,-433.5,-7.86
149379.13,-433.5,-7.86
149270.29,-437.3,-8.49
149163.91,-434.9,-8.09
149056.53,-436.2,-8.31
148950.67,-435.2,-8.14
148848.56,-432.2,-7.65
148741.38,-436.2,-8.31
148633.21,-436.6,-8.38
148527.38,-435.2,-8.15
148424.23,-433.9,-7.94
148327.01,-429.1,-7.15
148227.97,-432.2,-7.66
148123.27,-435.5,-8.20
148024.48,-430.3,-7.35
147926.04,-430.2,-7.33
147821.11,-434.7,-8.07
147710.05,-439.1,-8.80
147600.45,-437.2,-8.49
147487.93,-439.5,-8.87
147376.29,-438.9,-8.78
147266.55,-437.9,-8.62
147160.69,-435.7,-8.26
147060.22,-431.3,-7.54
146958.27,-433.5,-7.90
146857.01,-432,-7.65
146753.33,-436.1,-8.33
146664.92,-426.9,-6.82
146562.89,-435.2,-8.18
146459.11,-433.9,-7.97
146352.70,-436.1,-8.33
146244.91,-437,-8.48
146140.73,-434.6,-8.09
146042.80,-430.3,-7.38
145931.56,-439,-8.82
145815.93,-441.9,-9.29
145704.63,-438.9,-8.80
145596.97,-436.4,-8.39
145484.73,-440,-8.99
145382.28,-433.5,-7.92
145278.53,-434.6,-8.10
145173.00,-435.3,-8.22
145062.60,-439.8,-8.96
144959.24,-433.4,-7.91
144854.23,-435.6,-8.27
144747.64,-436.8,-8.47
144645.23,-433.5,-7.93
144538.46,-436.8,-8.47
144432.80,-436,-8.34
144328.15,-435.7,-8.30
144228.57,-431.7,-7.64
144125.39,-434.3,-8.07
144015.04,-439.2,-8.87
143902.93,-440.5,-9.09
143796.41,-436,-8.35
143683.99,-440.6,-9.10
143577.68,-437,-8.51
143479.47,-430.8,-7.50
143376.92,-434.1,-8.04
143265.85,-440.2,-9.04
143155.51,-439,-8.84
143045.28,-439.4,-8.91
142941.32,-435.3,-8.23
142842.79,-431.8,-7.66
142739.05,-435.5,-8.27
142636.14,-434.8,-8.15
142528.09,-438.2,-8.71
142420.06,-437.6,-8.61
142307.17,-441.7,-9.29
142198.10,-438.6,-8.78
142093.02,-436.4,-8.42
141993.29,-432.8,-7.82
141887.69,-437,-8.51
141787.25,-433.6,-7.95
141686.05,-433.9,-8.00
141572.75,-442,-9.33
141464.06,-438.8,-8.81
141358.75,-436.2,-8.38
141250.49,-439,-8.84
141142.36,-438.5,-8.76
141030.36,-441,-9.17
140918.76,-440.8,-9.13
140808.61,-440.1,-9.02
140701.09,-438,-8.67
140590.87,-440.4,-9.06
140488.48,-435.3,-8.22
140383.65,-436.8,-8.47
140272.88,-440.7,-9.11
140162.58,-441.2,-9.19
140059.96,-434.1,-8.01
139950.77,-440.9,-9.13
139845.50,-437,-8.48
139734.99,-441,-9.14
139627.19,-439.3,-8.85
139521.96,-437.6,-8.57
139416.94,-437.5,-8.54
139310.05,-438.9,-8.77
139201.45,-442.3,-9.32
139092.83,-440,-8.94
138982.88,-440.8,-9.07
138870.26,-443,-9.43
138763.28,-439.1,-8.78
138659.46,-440.5,-9.01
138553.56,-439.6,-8.85
138453.82,-434,-7.93
138350.50,-437.7,-8.53
138247.23,-437.5,-8.49
138147.46,-434.9,-8.06
138046.02,-436.6,-8.33
137947.48,-433.2,-7.77
137847.03,-435.8,-8.19
137743.42,-438.3,-8.59
137646.82,-436.9,-8.35
137547.29,-433.4,-7.77
137447.74,-435.5,-8.11
137347.40,-436.6,-8.28
137253.47,-431.7,-7.46
137158.86,-431.6,-7.44
137055.78,-439.2,-8.68
136953.35,-437.9,-8.46
136853.41,-435.9,-8.12
136751.80,-438.3,-8.51
136656.10,-436.9,-8.27
136552.17,-440,-8.77
136447.40,-439.8,-8.73
136345.20,-438.3,-8.48
136247.78,-434.8,-7.89
136147.36,-437.9,-8.39
136055.32,-431.9,-7.39
135967.96,-426.8,-6.54
135875.63,-432.5,-7.47
135779.35,-435.8,-8.01
135691.10,-428.7,-6.83
135592.54,-430.7,-7.15
135496.88,-434.7,-7.80
135401.93,-434.3,-7.73
135306.88,-434.6,-7.77
135213.35,-434,-7.66
135124.21,-430,-6.99
135036.17,-438.2,-8.34
134949.22,-429.4,-6.88
134866.40,-425.9,-6.29
134785.16,-424.6,-6.07
134703.02,-426.1,-6.31
134623.97,-422.8,-5.76
134545.25,-423,-5.79
134466.33,-423.7,-5.89
134389.48,-421.2,-5.47
134312.91,-421.3,-5.48
134235.94,-422.1,-5.61
134163.98,-416.3,-4.65
134087.38,-422.7,-5.70
134013.56,-419.6,-5.18
133941.30,-417.6,-4.84
133869.86,-418.7,-5.02
133802.56,-410.5,-3.66
133729.47,-420.6,-5.32
133657.97,-417.5,-4.80
133588.27,-415.6,-4.48
133524.19,-410.9,-3.70
133461.26,-406.7,-2.99
133397.13,-410.2,-3.57
133327.20,-417,-4.68
133258.03,-417.2,-4.71
133194.97,-408.2,-3.21
133133.98,-407.1,-3.03
133067.17,-413.8,-4.13
132999.57,-415.2,-4.35
132935.42,-410.4,-3.55
132871.34,-411.6,-3.74
132808.79,-408.8,-3.27
132746.49,-410,-3.46
132687.15,-405.6,-2.73
132623.91,-408.9,-3.27
132563.55,-408.2,-3.14
132506.50,-402.1,-2.13
132449.76,-408.3,-3.15
132393.30,-403.1,-2.28
132336.80,-403.4,-2.32
132281.80,-402.1,-2.10
132229.66,-397.5,-1.33
132176.91,-399.5,-1.66
132123.28,-398.7,-1.52
132065.99,-405.3,-2.60
132008.43,-406.9,-2.85
131954.60,-398,-1.38
131901.23,-400.5,-1.78
131847.68,-400.4,-1.76
131794.98,-399,-1.52
131742.29,-399.5,-1.59
131691.68,-396.5,-1.09
131641.15,-396.8,-1.13
131592.30,-394.2,-0.69
131541.49,-397.1,-1.17
131488.38,-400.2,-1.67
131442.16,-390.9,-0.12
131396.18,-391.6,-0.23
131352.51,-385.7,0.75
131308.35,-389.9,0.07
131263.85,-387.4,0.49
131218.58,-388,0.40
131172.68,-392.4,-0.32
131128.16,-388.4,0.35
131085.27,-385.9,0.77
131041.42,-388.2,0.40
130997.77,-387.9,0.46
130954.36,-386.9,0.63
130909.95,-388.2,0.42
130865.42,-391.9,-0.18
130822.06,-385.4,0.90
130779.90,-386,0.81
130738.14,-384.9,1.00
130696.53,-384.7,1.04
130654.97,-385.7,0.89
130614.38,-383,1.34
130575.08,-381.8,1.55
130536.90,-378.2,2.15
130495.66,-384.4,1.14
130455.67,-386.7,0.77
130417.49,-371.7,3.25
130380.00,-381.5,1.64
130340.94,-381.4,1.67
130305.08,-374.9,2.75
130268.49,-375.8,2.61
130231.13,-380.1,1.91
130193.95,-378.5,2.19
130158.45,-374.7,2.82
130121.55,-379,2.12
130083.05,-382.4,1.57
130048.76,-371.4,3.39
130013.20,-374.4,2.91
129977.17,-375.6,2.72
129941.25,-378.1,2.31
129907.08,-371.9,3.35
129872.62,-373.6,3.08
129837.70,-374.6,2.92
129804.18,-372.3,3.31
129769.73,-370,3.70
129734.17,-377.8,2.42
129696.28,-380.8,1.93
129661.29,-373.9,3.08
129627.24,-372.2,3.37
129593.65,-371.7,3.46
129559.68,-372.6,3.32
129525.97,-373,3.26
129492.83,-370,3.77
129458.60,-374.3,3.06
129425.21,-372.1,3.44
129393.26,-366.6,4.35
129358.32,-375.6,2.88
129322.67,-375,2.98
129286.76,-377.1,2.65
129255.54,-365.6,4.56
129223.70,-370.4,3.77
129191.06,-370.3,3.80
129158.12,-368.6,4.09
129124.66,-374.5,3.12
129090.45,-373,3.38
129057.61,-365.6,4.61
129024.48,-371.4,3.66
128990.86,-372.3,3.52
128955.81,-379.4,2.35
128921.88,-370.2,3.88
128889.16,-370.8,3.79
128854.98,-374.7,3.16
128822.28,-366.6,4.51
128791.02,-366.2,4.59
128758.58,-368,4.30
128726.07,-373.9,3.34
128693.61,-370.2,3.96
128662.31,-361.2,5.46
128630.84,-365,4.84
128598.18,-372.2,3.66
128567.30,-375.7,3.10
128537.06,-371.3,3.84
128505.51,-365.2,4.86
128474.04,-370.1,4.06
128442.71,-366.2,4.71
128411.51,-365.8,4.79
128380.27,-373.9,3.46
128348.90,-370.2,4.08
128317.01,-377.4,2.90
128284.42,-370.8,4.00
128249.14,-366.1,4.79
128215.27,-379.6,2.56
128181.64,-368.7,4.38
128146.77,-375.5,3.26
128112.85,-374.3,3.47
128079.42,-376,3.20
128046.58,-371.4,3.97
128012.79,-375.1,3.36
127979.10,-368.7,4.43
127946.63,-369.4,4.32
127912.61,-371.8,3.93
127878.51,-375.3,3.36
127845.65,-369.1,4.40
127810.37,-378.7,2.81
127773.32,-376.1,3.25
127734.85,-374.1,3.59
127697.80,-378,2.95
127659.96,-383.5,2.04
127622.48,-378.1,2.95
127585.74,-379.2,2.77
127548.32,-381.2,2.44
127512.26,-375.9,3.33
127475.67,-378,2.98
127437.05,-383.5,2.08
127396.72,-384.7,1.89
127357.12,-386.1,1.66
127318.88,-378.9,2.86
127281.38,-380.4,2.61
127242.68,-382.6,2.25
127203.22,-383.2,2.16
127164.15,-384.8,1.90
127126.25,-380.3,2.65
127090.17,-377,3.20
127052.56,-379.5,2.79
127015.08,-383.5,2.14
126977.69,-377.2,3.18
126940.33,-381.2,2.53
126903.68,-377.1,3.21
126865.56,-382.7,2.29
126826.68,-383.6,2.14
126788.54,-380.9,2.60
126749.21,-382.2,2.39
126708.47,-387.6,1.50
126667.51,-385.1,1.91
126626.23,-386,1.77
126583.49,-389.7,1.16
126540.62,-388.7,1.33
126494.47,-393.8,0.49
126448.19,-394.8,0.33
126403.33,-390.1,1.11
126359.44,-394.2,0.43
126317.73,-384.4,2.06
126276.93,-384.4,2.06
126233.47,-391.4,0.91
126188.90,-391.8,0.84
126148.10,-384,2.14
126105.76,-392.2,0.79
126063.77,-383.2,2.28
126021.50,-390.3,1.11
125977.98,-390.5,1.08
125935.34,-388.6,1.39
125894.48,-384.4,2.09
125848.23,-395.8,0.21
125803.10,-393.5,0.59
125759.85,-387.3,1.62
125717.17,-390.6,1.08
125674.44,-388.1,1.50
125631.79,-389.1,1.33
125588.80,-389.5,1.27
125545.83,-390.3,1.14
125505.55,-385.2,1.99
125465.25,-385,2.03
125424.47,-387.1,1.68
125383.32,-385.8,1.90
125339.46,-391.5,0.96
125297.26,-388.6,1.44
125256.18,-386.8,1.74
125214.90,-385.2,2.01
125172.35,-389.7,1.27
125129.01,-391.8,0.92
125088.23,-385,2.05
125043.48,-392.5,0.81
125000.62,-390.7,1.11
124959.57,-384,2.23
124919.81,-388,1.57
124880.67,-381,2.73
124841.17,-384.8,2.10
124799.05,-387.2,1.71
124754.38,-393.9,0.60
124710.93,-392.3,0.87
124669.56,-384.7,2.13
124628.41,-386.4,1.85
124584.57,-392.5,0.84
124542.38,-388.3,1.54
124501.20,-389.2,1.39
124462.10,-380,2.92
124423.69,-384.9,2.11
124384.84,-382.7,2.48
124345.41,-386,1.93
124309.36,-375.6,3.66
124273.03,-379.8,2.96
124235.39,-382.6,2.50
124200.23,-375,3.77
124162.85,-383.7,2.33
124124.33,-382.9,2.46
124085.54,-382.6,2.51
124041.36,-392.8,0.83
124000.24,-388,1.62
123960.61,-382.9,2.47
123921.38,-385.5,2.04
123882.34,-383.9,2.31
123845.08,-379,3.12
123804.79,-388.7,1.52
123764.95,-383.9,2.32
123726.31,-384,2.30
123688.49,-381.4,2.73
123648.86,-383.5,2.39
123607.06,-390.1,1.30
123566.48,-389,1.48
123527.10,-379.8,3.01
123486.35,-389,1.48
123446.17,-384.7,2.20
123404.65,-391.4,1.09
123363.62,-382.6,2.55
123322.69,-390.2,1.29
123281.46,-387.5,1.74
123242.46,-383.7,2.37
123202.02,-383.2,2.45
123159.97,-394.9,0.52
123118.27,-384,2.32
123077.97,-388.1,1.65
123038.05,-385.1,2.14
122998.59,-385.4,2.09
122958.30,-383.3,2.44
122917.64,-391.6,1.07
122877.69,-383.9,2.34
122839.93,-381.7,2.71
122801.00,-382.8,2.53
122760.91,-388.1,1.65
122720.76,-385.6,2.06
122681.26,-384.7,2.21
122641.44,-385.6,2.06
122600.60,-387.3,1.78
122559.87,-387.6,1.73
122519.14,-386,1.99
122477.89,-388,1.66
122435.44,-390.3,1.28
122394.68,-384.8,2.18
122355.65,-381.6,2.71
122316.39,-387.6,1.72
122276.70,-384,2.31
122237.10,-385.5,2.06
122194.82,-387.1,1.80
122152.42,-390.5,1.23
122110.19,-387.6,1.71
122067.89,-391.3,1.09
122025.35,-388.8,1.50
121982.32,-390.4,1.24
121936.65,-395,0.47
121895.00,-389,1.46
121854.79,-384.9,2.14
121814.02,-387.6,1.69
121772.66,-388.6,1.52
121731.73,-387.7,1.67
121692.89,-383.5,2.36
121652.68,-384.3,2.23
121610.92,-391.8,0.98
121570.36,-387.6,1.68
121532.03,-380.3,2.88
121492.39,-386.4,1.87
121452.93,-383.6,2.33
121412.01,-388.3,1.55
121370.21,-389.4,1.37
121328.40,-388.3,1.55
121286.38,-389.3,1.38
121244.21,-389.2,1.39
121202.79,-390.2,1.22
121162.06,-382.5,2.49
121120.54,-391,1.08
121078.41,-390.6,1.15
121039.66,-382.4,2.50
120999.33,-386.2,1.87
120958.16,-387.9,1.58
120916.69,-388.9,1.42
120875.08,-387.8,1.59
120833.26,-389.5,1.31
120792.68,-386.2,1.85
120749.88,-390.6,1.12
120706.86,-391.2,1.02
120663.88,-389.6,1.28
120620.39,-391.5,0.96
120576.27,-393,0.71
120532.73,-391.3,0.99
120490.67,-388.9,1.38
120447.67,-390.3,1.14
120404.43,-392.4,0.79
120362.01,-388.3,1.47
120320.28,-389.6,1.25
120279.06,-387.8,1.54
120239.05,-385.6,1.90
120194.86,-393.5,0.59
120153.26,-385.1,1.98
120110.39,-393.5,0.59
120066.74,-390.2,1.13
120022.50,-391.9,0.84
119976.59,-396.3,0.11
119931.27,-394.1,0.47
119888.32,-390.1,1.13
119843.87,-392.9,0.66
119800.93,-392.3,0.76
119759.96,-384.1,2.11
119718.52,-389.3,1.25
119674.90,-391.4,0.89
119630.09,-395.1,0.28
119587.95,-388.5,1.37
119543.95,-392.7,0.67
119500.77,-388.9,1.29
119454.74,-396,0.12
119407.94,-398.7,-0.33
119362.53,-391.4,0.87
119317.42,-394.8,0.30
119272.07,-394.9,0.28
119227.30,-392.2,0.72
119181.62,-395.4,0.19
119136.02,-394.6,0.32
119091.66,-392.8,0.61
119047.93,-393.1,0.56
119005.29,-386.8,1.60
118962.13,-395.5,0.16
118918.47,-388.4,1.33
118874.35,-394,0.41
118828.58,-394.7,0.29
118781.74,-397.6,-0.19
118737.72,-391.9,0.75
118690.68,-396.8,-0.07
118642.57,-398.5,-0.35
118595.22,-396.9,-0.09
118548.55,-395.4,0.16
118501.37,-399.3,-0.49
118456.47,-392.1,0.70
118412.23,-393.3,0.50
118366.38,-393.7,0.43
118318.50,-400.5,-0.70
118270.79,-398.2,-0.32
