Age,Deuterium2007,TempAnomaly
343727.54,-440.6,-9.03
343403.50,-436.3,-8.33
343098.30,-441.2,-9.14
342760.71,-440.2,-8.98
342448.12,-444.3,-9.66
342102.70,-441.6,-9.22
341774.05,-440.2,-8.99
341454.30,-443.6,-9.56
341120.90,-441.3,-9.18
340798.08,-436.5,-8.39
340500.07,-432.4,-7.71
340219.61,-428.7,-7.10
339949.48,-427.9,-6.96
339690.30,-425.5,-6.55
339434.53,-423.5,-6.21
339190.23,-422,-5.95
338952.57,-419.4,-5.50
338723.85,-420.6,-5.68
338492.23,-417,-5.07
338273.61,-414.3,-4.60
338064.26,-411.5,-4.12
337863.76,-410.8,-3.98
337666.61,-408,-3.50
337477.64,-406.1,-3.16
337295.88,-406.3,-3.17
337116.57,-404.1,-2.78
336937.19,-405.2,-2.94
336761.76,-403.6,-2.65
336591.34,-400.8,-2.17
336425.63,-400.8,-2.14
336259.87,-399.6,-1.92
336098.32,-397.1,-1.48
335947.26,-394,-0.95
335798.11,-392.4,-0.66
335654.89,-392.3,-0.62
335513.73,-389.1,-0.07
335376.02,-384,0.80
335249.60,-385.8,0.53
335120.26,-382.2,1.15
335000.18,-381.1,1.36
334879.77,-379.71,1.61
334762.66,-379.94,1.60
334641.67,-377.43,2.04
334528.27,-372.97,2.81
334422.39,-372.77,2.87
334316.18,-374,2.69
334207.22,-371.77,3.09
334102.78,-373.1,2.90
333999.57,-368.9,3.62
333901.72,-368.6,3.70
333803.22,-372.99,3.01
333696.91,-373.82,2.90
333589.97,-371.28,3.35
333484.65,-372.2,3.23
333378.70,-371.7,3.34
333277.18,-369.4,3.75
333178.92,-371.2,3.48
333078.60,-373.1,3.19
332975.68,-373.3,3.19
332871.72,-377.4,2.54
332762.49,-377.6,2.53
332653.12,-373.3,3.27
332549.19,-376.5,2.77
332441.80,-379.4,2.32
332330.18,-381.4,2.01
332216.73,-382.7,1.83
332096.85,-383.1,1.79
331979.26,-388.8,0.88
331849.11,-388.1,1.02
331724.53,-388.2,1.03
331598.67,-393,0.26
331460.64,-394.4,0.05
331321.80,-395.6,-0.12
331179.11,-395.6,-0.10
331036.13,-397.2,-0.34
330890.02,-393.1,0.35
330752.86,-393.4,0.32
330615.82,-391.2,0.71
330482.33,-394.7,0.15
330342.96,-389.8,0.97
330213.04,-390,0.96
330083.12,-390.3,0.92
329951.98,-391.3,0.77
329820.20,-393.2,0.47
329684.47,-393.2,0.49
329551.45,-391.5,0.78
329415.04,-395.7,0.10
329274.58,-391.6,0.79
329141.10,-395.2,0.20
329000.97,-394,0.41
328863.77,-390.5,1.00
328732.71,-389.9,1.11
328603.75,-388.4,1.36
328477.41,-388.5,1.36
328350.88,-392.8,0.66
328216.60,-392,0.80
328083.02,-392.6,0.70
327948.76,-392.1,0.79
327818.33,-393.5,0.57
327685.37,-389.8,1.19
327560.26,-390.8,1.04
327432.23,-394.6,0.41
327297.94,-394.4,0.46
327160.59,-394.8,0.39
327025.29,-393,0.70
326887.34,-396.3,0.16
326749.74,-394.7,0.43
326616.86,-393.6,0.61
326479.92,-393.9,0.57
326340.60,-395.5,0.31
326203.29,-393.9,0.57
326066.71,-394,0.56
325937.51,-389.5,1.31
325802.11,-393.1,0.72
325667.58,-392.3,0.85
325528.53,-394.8,0.44
325384.96,-400.8,-0.55
325242.26,-396.3,0.19
325096.07,-397.9,-0.08
324947.80,-398.9,-0.24
324800.14,-398.4,-0.16
324647.82,-400.8,-0.56
324499.71,-398.8,-0.23
324355.82,-396.9,0.08
324212.22,-396.6,0.13
324062.84,-399.4,-0.34
323907.35,-402.4,-0.84
323755.46,-399.9,-0.43
323591.92,-405.7,-1.40
323436.81,-401.8,-0.76
323279.45,-402.8,-0.93
323119.30,-404,-1.13
322957.50,-404.4,-1.21
322786.75,-408.4,-1.88
322621.25,-406.2,-1.52
322457.73,-405.1,-1.35
322286.78,-408.5,-1.92
322114.94,-408.5,-1.93
321938.93,-410.3,-2.24
321759.70,-411.4,-2.44
321581.44,-410.9,-2.37
321395.54,-414,-2.90
321221.52,-409,-2.08
321033.41,-414.9,-3.08
320846.25,-414.2,-2.98
320656.52,-415.1,-3.14
320462.08,-416.5,-3.39
320254.10,-421.5,-4.24
320052.87,-418.8,-3.81
319848.44,-420,-4.03
319637.28,-422.2,-4.41
319425.71,-422.3,-4.45
319216.05,-421.7,-4.37
319006.20,-421.8,-4.41
318793.79,-422.6,-4.57
318568.14,-426.9,-5.30
318359.23,-421.4,-4.41
318155.88,-420.1,-4.22
317963.77,-416.3,-3.60
317777.23,-414.3,-3.29
317585.63,-416.4,-3.65
317397.76,-415,-3.44
317208.57,-415.7,-3.57
317025.35,-413.4,-3.20
316844.27,-412.8,-3.12
316666.26,-411.7,-2.95
316487.97,-411.9,-2.99
316316.88,-410,-2.69
316166.46,-401.4,-1.27
316010.85,-403.4,-1.61
315848.82,-406,-2.05
315678.87,-409.3,-2.60
315511.58,-407.3,-2.28
315322.42,-416.7,-3.84
315135.51,-415.3,-3.62
314968.27,-408.5,-2.50
314795.55,-410.5,-2.84
314616.07,-412.8,-3.23
314430.46,-415.4,-3.67
314251.70,-412.6,-3.22
314069.55,-414,-3.46
313882.82,-416,-3.80
313710.11,-410.2,-2.85
313523.20,-416.5,-3.90
313342.50,-413.6,-3.43
313146.10,-419.4,-4.40
312956.28,-417.1,-4.03
312765.49,-417.2,-4.05
312558.13,-423.5,-5.11
312356.49,-421.3,-4.76
312160.32,-419.3,-4.43
311954.26,-423.3,-5.11
311755.38,-422.11,-4.92
311542.25,-424.5,-5.33
311337.16,-425.5,-5.51
311133.24,-424.88,-5.41
310931.36,-423.47,-5.19
310725.01,-423.5,-5.21
310505.90,-428,-5.97
310296.78,-424.5,-5.40
310082.09,-426.7,-5.77
309873.24,-424.6,-5.44
309648.54,-430.1,-6.36
309433.64,-426.9,-5.84
309222.65,-426,-5.70
309016.64,-423.7,-5.33
308805.43,-426.2,-5.76
308587.87,-428.3,-6.12
308381.81,-424.7,-5.53
308166.68,-427.6,-6.02
307945.11,-429.7,-6.38
307719.83,-430.7,-6.56
307490.66,-432,-6.79
307269.40,-433.1,-6.99
307031.36,-436.6,-7.59
306807.03,-430.9,-6.66
306603.78,-425.65,-5.80
306410.01,-421.1,-5.06
306210.61,-423.5,-5.47
306014.02,-422.3,-5.28
305816.71,-423.1,-5.42
305633.07,-417.9,-4.57
305456.18,-415.9,-4.25
305283.54,-414.1,-3.95
305099.64,-418.4,-4.67
304906.12,-422,-5.27
304716.08,-419.39,-4.85
304523.63,-421.5,-5.20
304328.85,-422.6,-5.39
304148.18,-420.8,-5.10
303953.50,-422.7,-5.42
303762.67,-418.45,-4.73
303561.78,-425,-5.82
303369.16,-421.5,-5.25
303169.97,-424.1,-5.68
302962.90,-426.7,-6.12
302751.11,-428.3,-6.39
302542.33,-427.3,-6.23
302339.47,-425.5,-5.94
302115.68,-431.9,-7.01
301891.18,-432.2,-7.07
301667.68,-432.1,-7.06
301451.09,-435.9,-7.69
301227.24,-432.5,-7.14
301014.60,-429,-6.57
300807.78,-427.4,-6.31
300608.97,-425.1,-5.93
300423.76,-418.9,-4.91
300232.01,-422.9,-5.57
300034.88,-424.7,-5.87
299835.55,-425.4,-5.99
299625.56,-428.9,-6.57
299415.07,-429.2,-6.63
299209.16,-427.6,-6.37
299000.82,-428.6,-6.54
298790.11,-429.4,-6.68
298576.29,-432.79,-7.24
298356.37,-432.2,-7.15
298127.79,-434.9,-7.60
297896.07,-436.1,-7.81
297694.88,-433.3,-7.35
297480.14,-437.4,-8.03
297258.27,-433.4,-7.38
297040.44,-431.4,-7.05
296831.47,-430.78,-6.95
296630.28,-427.2,-6.37
296436.47,-424.16,-5.87
296249.22,-422.9,-5.66
296072.25,-418.5,-4.93
295876.34,-426,-6.17
295669.87,-429.1,-6.68
295454.28,-432.2,-7.20
295242.95,-432.3,-7.22
295018.41,-434.7,-7.62
294791.70,-437.4,-8.07
294567.60,-434.7,-7.63
294346.30,-434.1,-7.53
294146.17,-427.2,-6.40
293933.03,-431.7,-7.14
293711.08,-434.3,-7.58
293485.91,-435.4,-7.76
293281.38,-432.4,-7.27
293073.33,-430.7,-6.98
292879.37,-425.6,-6.14
292680.44,-427.25,-6.41
292485.03,-426.5,-6.29
292282.78,-429,-6.70
292090.06,-425.8,-6.17
291906.00,-423.1,-5.72
291726.55,-421.2,-5.41
291541.03,-427.4,-6.43
291357.50,-423.2,-5.73
291180.89,-420.7,-5.31
291017.75,-419.6,-5.12
290856.65,-418.7,-4.97
290698.48,-415.3,-4.40
290534.46,-416.4,-4.57
290374.15,-415,-4.33
290220.29,-412.1,-3.84
290067.29,-412.1,-3.83
289917.77,-413.6,-4.07
289761.54,-415.1,-4.31
289599.15,-419.3,-4.99
289431.57,-419.2,-4.97
289264.20,-419.5,-5.01
289101.72,-420.8,-5.21
288928.37,-419.9,-5.06
288766.95,-418.2,-4.77
288595.90,-420.5,-5.15
288426.05,-418.4,-4.79
288266.59,-419.7,-5.00
288110.84,-417.9,-4.69
287948.28,-417.2,-4.57
287781.25,-420,-5.02
287613.14,-419.3,-4.90
287443.68,-419.9,-4.99
287268.46,-422.1,-5.35
287094.25,-423.4,-5.56
286927.21,-419.5,-4.90
286749.74,-423.8,-5.61
286580.31,-421.8,-5.27
286413.07,-420.2,-5.00
286241.20,-421.7,-5.24
286069.99,-421.3,-5.17
285889.51,-425,-5.77
285713.31,-422.5,-5.35
285534.64,-423.7,-5.55
285360.68,-422.1,-5.28
285167.60,-430.2,-6.61
284988.61,-424.75,-5.71
284808.69,-424.8,-5.71
284627.88,-425.5,-5.83
284449.69,-424.5,-5.66
284271.02,-424.7,-5.69
284088.27,-426.4,-5.97
283901.57,-427.9,-6.21
283723.29,-424.6,-5.67
283542.88,-425.7,-5.85
283360.29,-426.5,-5.98
283177.98,-426.3,-5.95
282990.05,-428.5,-6.31
282803.89,-427.7,-6.18
282612.26,-429.9,-6.55
282423.05,-428.9,-6.39
282228.04,-431,-6.74
282033.00,-430.9,-6.73
281840.55,-431.8,-6.89
281633.33,-434.7,-7.38
281419.00,-437.3,-7.82
281222.19,-433.45,-7.19
281032.03,-430.7,-6.75
280831.37,-432.9,-7.12
280639.46,-429.8,-6.62
280466.89,-423.4,-5.57
280277.93,-429.2,-6.53
280083.06,-430.8,-6.81
279878.23,-433.9,-7.33
279660.22,-438.1,-8.04
279440.38,-438.5,-8.12
279211.94,-441.1,-8.57
278993.43,-437.9,-8.05
278777.86,-436.8,-7.89
278534.79,-445.2,-9.30
278310.26,-439.7,-8.41
278089.08,-438.7,-8.26
277878.74,-435.5,-7.75
277667.91,-435.5,-7.76
277448.22,-438.2,-8.22
277205.06,-445.1,-9.38
276970.92,-442.4,-8.95
276748.06,-438.9,-8.38
276514.38,-442.5,-8.99
276288.65,-439.9,-8.58
276072.71,-437.3,-8.16
275861.49,-435.6,-7.89
275643.57,-437.9,-8.28
275410.36,-442.3,-9.02
275178.88,-441.8,-8.95
274954.78,-439.5,-8.58
274724.08,-441.8,-8.97
274500.73,-439.3,-8.56
274268.39,-442.2,-9.05
274034.83,-442.5,-9.11
273802.68,-442.1,-9.05
273568.59,-442.8,-9.17
273338.43,-441.6,-8.98
273101.78,-443.5,-9.31
272865.56,-443.5,-9.32
272634.58,-441.9,-9.06
272397.46,-443.8,-9.38
272163.71,-442.8,-9.23
271928.24,-443.4,-9.34
271692.56,-443.5,-9.36
271462.95,-441.8,-9.09
271232.12,-442.2,-9.16
270993.64,-444.5,-9.55
270767.99,-441,-8.98
270553.34,-437.5,-8.41
270336.94,-438.3,-8.54
270106.71,-442.6,-9.25
269890.56,-438.1,-8.51
269662.97,-441.8,-9.13
269439.06,-440.7,-8.95
269221.57,-438.9,-8.65
269000.34,-440.3,-8.88
268785.44,-438.3,-8.55
268571.47,-438.2,-8.54
268359.20,-437.7,-8.45
268146.85,-437.9,-8.49
267938.62,-436.6,-8.28
267717.99,-440.5,-8.92
267500.34,-439.6,-8.77
267285.05,-439,-8.68
267076.80,-436.15,-8.21
266880.29,-430.87,-7.34
266674.79,-434.29,-7.90
266458.95,-435.82,-8.15
266239.95,-436.67,-8.29
266035.70,-433.8,-7.81
265833.90,-433.48,-7.76
265643.33,-432.2,-7.54
265456.84,-430.4,-7.24
265266.34,-432.1,-7.52
265076.82,-431.7,-7.45
264888.70,-431.3,-7.39
264711.85,-427.3,-6.72
264531.19,-428.9,-6.98
264345.41,-430.9,-7.31
264167.67,-428,-6.83
263994.25,-426.3,-6.54
263816.52,-428.5,-6.90
263649.00,-424.1,-6.17
263482.53,-424.1,-6.16
263314.53,-424.4,-6.20
263134.47,-429.5,-7.04
262938.93,-434.8,-7.91
262758.20,-429.3,-7.00
262564.88,-434.5,-7.86
262376.10,-432.5,-7.53
262189.71,-431.8,-7.41
261995.07,-434.6,-7.87
261792.22,-437.5,-8.35
261596.83,-435.1,-7.95
261410.54,-432.1,-7.46
261231.22,-429.4,-7.01
261048.58,-431.1,-7.29
260873.94,-427.4,-6.68
260678.54,-435.8,-8.06
260483.39,-435.2,-7.96
260280.53,-438,-8.42
260085.27,-435.4,-7.99
259897.91,-431.5,-7.35
259715.75,-431,-7.27
259531.86,-431.6,-7.36
259331.14,-437.8,-8.38
259145.11,-432.5,-7.51
258964.56,-430.6,-7.20
258781.29,-432,-7.43
258610.03,-427.6,-6.70
258447.98,-423.5,-6.02
258278.43,-427,-6.59
258104.86,-428.4,-6.82
257926.34,-430.5,-7.17
257750.07,-429.4,-6.98
257568.36,-431.3,-7.29
257374.62,-436.4,-8.13
257198.65,-429.1,-6.93
257019.86,-430.5,-7.16
256833.37,-433.7,-7.68
256657.57,-429.5,-6.99
256480.06,-430.3,-7.12
256297.65,-433.76,-7.69
256110.01,-433.9,-7.71
255917.43,-435.6,-7.99
255719.46,-441.2,-8.92
255531.37,-433.9,-7.72
255341.35,-434.9,-7.88
255152.22,-434.7,-7.85
254968.85,-432.4,-7.47
254781.10,-434.2,-7.77
254585.94,-436.8,-8.20
254394.82,-435.5,-7.99
254216.99,-430.5,-7.17
254035.04,-432.4,-7.48
253851.57,-432.8,-7.55
253665.28,-433.6,-7.68
253467.90,-437.8,-8.38
253268.84,-438.4,-8.48
253078.97,-434.8,-7.89
252883.02,-437.4,-8.33
252698.70,-433,-7.60
252503.06,-437.4,-8.33
252310.36,-436.1,-8.12
252115.06,-437.1,-8.28
251915.34,-438.85,-8.57
251718.70,-437.17,-8.29
251533.54,-432.6,-7.54
251357.62,-430.74,-7.23
251181.69,-432.12,-7.45
251002.02,-432.2,-7.46
250821.55,-432.4,-7.49
250636.52,-434.3,-7.80
250455.82,-434.1,-7.76
250278.50,-431.3,-7.29
250091.73,-435.2,-7.93
249914.66,-431.5,-7.32
249736.38,-432.2,-7.43
249566.34,-429.1,-6.91
249396.28,-429.4,-6.95
249235.43,-425.6,-6.32
249075.47,-425.3,-6.26
248911.13,-427.7,-6.65
248755.40,-423.6,-5.97
248601.65,-422.9,-5.85
248442.64,-425.6,-6.29
248292.75,-421.5,-5.60
248142.37,-421.9,-5.66
247991.75,-422,-5.67
247832.06,-427.54,-6.58
247676.94,-424,-5.99
247521.74,-421.2,-5.52
247365.64,-424.2,-6.01
247198.24,-431.61,-7.22
247031.07,-429.1,-6.80
246861.65,-430,-6.94
246688.22,-433.8,-7.56
246528.04,-426.8,-6.40
246374.64,-423.9,-5.92
246225.09,-422.5,-5.68
246081.73,-419.8,-5.22
245948.01,-415,-4.42
245808.20,-419,-5.07
245677.42,-413.9,-4.22
245551.56,-411.3,-3.77
245419.84,-415.7,-4.49
245297.80,-409.4,-3.43
245176.97,-409.6,-3.45
245058.93,-408.2,-3.21
244944.32,-406,-2.83
244828.45,-407.4,-3.05
244718.24,-403.7,-2.42
244609.28,-403.7,-2.41
244504.55,-400.3,-1.83
244397.96,-402.2,-2.13
244289.39,-403.5,-2.32
244187.17,-399.6,-1.66
244088.91,-397.2,-1.25
243998.59,-391.9,-0.36
243909.48,-391.1,-0.21
243821.33,-390.7,-0.12
243735.37,-388.8,0.21
243653.00,-384.9,0.87
243574.02,-383.1,1.19
243494.51,-384.4,0.99
243414.48,-384.4,1.01
243332.67,-388.4,0.36
243250.18,-386.9,0.63
243168.78,-386.3,0.74
243089.61,-384,1.14
243014.16,-381.5,1.57
242939.88,-380.2,1.81
242867.16,-377.9,2.20
242789.15,-384.8,1.08
242715.48,-380,1.89
242641.94,-380,1.91
242568.17,-380.5,1.84
242495.58,-379.3,2.06
242425.13,-377.2,2.42
242354.70,-378,2.31
242285.80,-375.7,2.71
242213.98,-378.8,2.21
242141.06,-380.4,1.96
242071.74,-375.9,2.73
241999.34,-380.5,1.98
241927.53,-379.3,2.20
241857.58,-377.2,2.56
241787.32,-377.9,2.46
241710.58,-382.5,1.72
241627.90,-389.9,0.51
241547.15,-386,1.17
241460.79,-392.6,0.09
241378.50,-387,1.03
241293.16,-391,0.38
241207.13,-391.1,0.38
241120.22,-391.7,0.29
241030.95,-393.6,-0.01
240937.25,-397,-0.56
240843.63,-396.8,-0.52
240751.53,-395.3,-0.26
240655.15,-398.7,-0.81
240555.48,-401.2,-1.22
240456.85,-400.3,-1.06
240360.41,-398.3,-0.72
240262.43,-400,-1.00
240163.42,-400,-0.99
240060.53,-403.7,-1.59
239961.05,-400.9,-1.12
239865.71,-397.6,-0.57
239768.89,-405.5,-1.87
239663.37,-407.9,-2.26
239553.24,-410.1,-2.62
239439.38,-408.7,-2.39
239328.05,-402.8,-1.41
239225.07,-408.7,-2.38
239110.97,-408.9,-2.41
239000.45,-404.3,-1.65
238896.14,-405.1,-1.78
238789.06,-403.9,-1.58
238685.39,-409.5,-2.50
238574.29,-405.6,-1.86
238462.71,-408.5,-2.33
238352.28,-407,-2.09
238234.90,-412,-2.91
238121.97,-409.2,-2.45
238013.03,-406.5,-2.01
237904.05,-406.4,-1.99
237789.96,-410,-2.59
237672.66,-410.94,-2.74
237555.58,-411.8,-2.89
237444.89,-407.2,-2.13
237332.04,-409,-2.43
237217.02,-408.73,-2.39
237097.88,-412.8,-3.07
236981.06,-411.2,-2.80
236867.76,-408.8,-2.41
236751.76,-411.3,-2.83
236641.60,-406.9,-2.11
236524.75,-411.3,-2.85
236409.37,-409.8,-2.61
236289.79,-412.9,-3.13
236177.55,-406.5,-2.08
236061.38,-410.4,-2.73
235939.84,-413.8,-3.31
235813.89,-415.5,-3.60
235684.86,-417.5,-3.95
235563.09,-413.2,-3.25
235439.18,-414.7,-3.51
235316.06,-414.1,-3.43
235192.90,-414,-3.42
235065.23,-416.7,-3.88
234941.85,-413.7,-3.40
234804.88,-420.9,-4.61
234668.27,-420.3,-4.53
234527.99,-422.4,-4.89
234388.00,-422,-4.85
234247.42,-422.3,-4.92
234108.70,-421.4,-4.79
233971.34,-420.5,-4.66
233831.18,-422.1,-4.94
233690.53,-423,-5.10
233551.46,-420.86,-4.76
233400.57,-427.1,-5.81
233250.71,-426,-5.65
233096.58,-428.2,-6.03
232945.48,-426.6,-5.78
232790.58,-428.4,-6.09
232636.03,-428.2,-6.07
232482.61,-427.7,-6.01
232327.99,-428.5,-6.16
232181.67,-424.3,-5.48
232026.46,-427.19,-5.97
231873.51,-427.3,-6.00
231713.95,-430.5,-6.54
231552.26,-431.2,-6.67
231388.02,-432.3,-6.87
231219.97,-433.6,-7.10
231047.11,-435.7,-7.46
230872.46,-434.74,-7.32
230697.78,-436.3,-7.59
230521.50,-437,-7.72
230346.70,-436.7,-7.69
230188.95,-429.6,-6.53
230032.31,-429.4,-6.51
229872.37,-431.8,-6.92
229736.18,-419.4,-4.89
229584.72,-427.7,-6.27
229438.21,-425.2,-5.87
229272.16,-433.4,-7.23
229101.82,-435,-7.51
228922.58,-438.6,-8.12
228742.62,-438.7,-8.15
228560.25,-439.7,-8.33
228380.32,-438.7,-8.18
228199.31,-439.4,-8.31
228026.48,-436.4,-7.83
227862.43,-432.6,-7.21
227691.88,-435.9,-7.77
227526.01,-434.6,-7.57
227362.86,-433.3,-7.36
227211.34,-427.6,-6.43
227059.70,-427.9,-6.48
226917.85,-423.6,-5.78
226773.83,-426.4,-6.24
226627.85,-428.1,-6.53
226488.87,-423.4,-5.75
226342.16,-425.7,-6.13
226215.22,-416.1,-4.55
226085.07,-420,-5.19
225944.22,-425,-6.02
225799.00,-427.1,-6.36
225649.09,-428.8,-6.64
225499.44,-428.1,-6.52
225331.11,-436.8,-7.96
225165.21,-435.6,-7.76
225003.38,-433.8,-7.46
224837.83,-437.16,-8.01
224669.27,-437,-7.98
224501.03,-437.6,-8.07
224324.64,-440.6,-8.56
224154.52,-437.7,-8.08
223977.25,-441.2,-8.65
223804.40,-440.7,-8.57
223627.35,-441.5,-8.69
223459.94,-437.3,-7.99
223286.96,-441.6,-8.70
223118.99,-438.3,-8.15
222946.98,-441.8,-8.72
222776.86,-437.94,-8.07
222609.30,-438.5,-8.16
222441.00,-438.8,-8.20
222275.61,-438.1,-8.08
222113.18,-435.04,-7.57
221962.84,-431.7,-7.01
221809.46,-434,-7.38
221638.70,-438.72,-8.16
221469.22,-442.4,-8.77
221318.89,-431.9,-7.03
221165.77,-434.6,-7.47
221018.74,-431.5,-6.96
220874.86,-430.2,-6.74
220729.55,-431.3,-6.92
220589.13,-428.9,-6.52
220444.28,-431.2,-6.89
220306.44,-427.9,-6.34
220169.75,-427.9,-6.34
220039.88,-424,-5.69
219904.18,-426.38,-6.08
219771.27,-425.8,-5.98
219637.42,-426.6,-6.11
219515.07,-421.65,-5.29
219393.56,-420.4,-5.08
219269.81,-423,-5.51
219140.01,-425.3,-5.88
219022.22,-419.76,-4.96
218904.05,-418.8,-4.80
218781.98,-421.4,-5.23
218659.82,-421,-5.16
218533.93,-422.79,-5.45
218411.63,-421.6,-5.25
218291.67,-420.1,-5.00
218162.74,-425.4,-5.88
218038.50,-422.5,-5.39
217927.29,-415.5,-4.23
217812.26,-418.1,-4.66
217695.95,-418.8,-4.77
217579.58,-419.4,-4.87
217475.13,-411.2,-3.50
217367.12,-414.2,-4.00
217255.48,-417,-4.45
217147.06,-414.3,-4.00
217038.20,-415,-4.11
216930.47,-414.6,-4.04
216828.31,-412.7,-3.72
216724.55,-412.7,-3.72
216626.57,-408.1,-2.95
216530.57,-407.1,-2.78
216433.94,-407.8,-2.89
216337.82,-407.4,-2.82
216238.39,-409.7,-3.19
216141.70,-408,-2.90
216048.53,-405.6,-2.50
215956.43,-405,-2.39
215865.62,-404,-2.22
215775.50,-405.8,-2.51
215686.51,-402.8,-2.01
215598.84,-404.3,-2.25
215513.82,-399.6,-1.46
215427.75,-401.04,-1.70
215341.56,-400.75,-1.64
215258.47,-401.6,-1.77
215176.32,-397.99,-1.17
215093.09,-399.4,-1.39
215011.30,-397.03,-1.00
214924.22,-404.64,-2.25
214842.78,-399.51,-1.39
214755.50,-402.2,-1.83
214667.48,-402.8,-1.92
214579.87,-403.2,-1.98
214491.25,-402.2,-1.81
214401.17,-403.9,-2.09
214308.39,-407,-2.59
214219.10,-402.6,-1.86
214126.86,-406.5,-2.50
214036.09,-407.57,-2.67
213949.33,-402.1,-1.76
213864.29,-400,-1.41
213775.21,-403.5,-1.98
213678.46,-409.8,-3.02
213583.31,-407.9,-2.70
213491.44,-408.22,-2.75
213402.92,-403.3,-1.93
213313.82,-403.5,-1.96
213222.87,-406.1,-2.38
213136.43,-401.3,-1.58
213048.09,-403.2,-1.89
212957.10,-405.7,-2.30
212867.77,-403.9,-2.00
212779.11,-403.86,-1.99
212691.51,-402.8,-1.81
212602.59,-405.64,-2.27
212508.98,-407.6,-2.59
212415.06,-407.8,-2.62
212323.59,-404.9,-2.14
212229.40,-408.6,-2.75
212143.33,-401.1,-1.50
212054.57,-404.2,-2.01
211966.95,-402.6,-1.74
211877.57,-404.4,-2.03
211785.85,-406.3,-2.34
211700.88,-404.3,-2.01
211616.18,-407.2,-2.48
211527.34,-404.6,-2.05
211437.58,-404.7,-2.06
211353.56,-400.7,-1.39
211270.07,-398.8,-1.07
211179.75,-406.4,-2.33
211092.26,-403,-1.76
211009.92,-399.1,-1.11
210926.96,-399.2,-1.12
210838.26,-404.6,-2.01
210745.52,-407.2,-2.43
210657.64,-403.4,-1.80
210571.50,-405.91,-2.21
210487.55,-400.4,-1.29
210403.83,-400.3,-1.27
210318.62,-402,-1.55
210234.38,-401.1,-1.39
210157.30,-394.2,-0.24
210075.56,-403.9,-1.84
209990.59,-401.8,-1.49
209903.50,-403.5,-1.77
209817.94,-401,-1.35
209728.06,-406.4,-2.24
209642.22,-401.7,-1.46
209550.36,-407.4,-2.39
209464.08,-401.4,-1.40
209373.59,-406.2,-2.19
209280.33,-408.3,-2.53
209191.96,-403.9,-1.80
209100.38,-407.1,-2.32
209013.15,-403.2,-1.67
208926.02,-403,-1.64
208834.05,-407.5,-2.38
208742.70,-406.7,-2.24
208655.37,-403.4,-1.69
208565.70,-405,-1.95
208470.86,-409.8,-2.74
208376.01,-409,-2.61
208281.48,-409.1,-2.62
208190.27,-406.5,-2.19
208097.37,-407.9,-2.41
208003.91,-407.55,-2.35
207908.01,-410.7,-2.87
207815.47,-407.2,-2.29
207723.51,-407.8,-2.39
207634.47,-408.28,-2.46
207537.09,-411.4,-2.98
207441.10,-410.1,-2.76
207340.62,-413.2,-3.27
207241.94,-412,-3.08
207144.50,-411.2,-2.94
207047.50,-410.9,-2.89
206949.26,-411.4,-2.98
206845.18,-416.2,-3.77
206748.79,-410,-2.75
206649.43,-412.9,-3.23
206551.56,-411.9,-3.06
206458.14,-406.8,-2.22
206363.72,-409.1,-2.60
206265.64,-411.6,-3.01
206165.81,-413,-3.24
206064.71,-413.3,-3.29
205962.55,-414.7,-3.53
205861.57,-414,-3.41
205763.59,-411.6,-3.02
205665.20,-411.5,-3.00
205561.83,-416.9,-3.89
205465.31,-409.5,-2.67
205365.24,-413.9,-3.40
205264.41,-413.9,-3.40
205163.67,-413.6,-3.35
205061.47,-414.06,-3.43
204960.51,-413.3,-3.31
204854.46,-417.3,-3.97
204743.29,-420.7,-4.54
204637.44,-417,-3.93
204537.40,-413.4,-3.34
204427.84,-417.5,-4.02
204318.55,-419.4,-4.34
204210.51,-417.9,-4.09
204097.05,-422,-4.78
203979.96,-422.84,-4.92
203871.22,-418.5,-4.21
203760.59,-420.1,-4.48
203647.03,-422.1,-4.82
203534.14,-421.6,-4.74
203426.42,-417.8,-4.11
203309.94,-423.98,-5.14
203200.94,-418.4,-4.22
203089.07,-421.3,-4.71
202974.79,-422.6,-4.93
202864.19,-421,-4.67
202761.63,-414.4,-3.58
202656.05,-417.8,-4.14
202548.88,-418.9,-4.33
202447.30,-415,-3.69
202349.50,-412.3,-3.24
202248.57,-415,-3.69
202147.22,-415,-3.70
202044.91,-416.1,-3.88
201950.24,-410.3,-2.92
201854.21,-412.1,-3.22
201759.97,-410.4,-2.94
201666.59,-410.4,-2.94
201576.81,-407.7,-2.50
201492.84,-402.8,-1.68
201408.79,-403.4,-1.78
201323.51,-405.35,-2.10
201233.02,-407.82,-2.51
201137.77,-411.8,-3.17
201055.81,-401.2,-1.42
200968.91,-406.5,-2.29
200881.40,-406.3,-2.26
200794.88,-405.5,-2.13
200708.42,-406,-2.21
200624.18,-403.1,-1.73
200536.85,-407.2,-2.41
200447.88,-407.5,-2.47
200358.35,-407.3,-2.43
200268.32,-408.5,-2.63
200179.37,-408,-2.55
200096.31,-402.5,-1.65
200009.94,-406.4,-2.29
199925.53,-404.2,-1.93
199842.91,-403,-1.73
199761.50,-400.8,-1.37
199672.90,-408.7,-2.68
199583.29,-408.4,-2.64
199496.55,-406.2,-2.28
199410.42,-405.5,-2.17
199322.99,-407.25,-2.46
199237.93,-404.7,-2.04
199150.84,-406.7,-2.38
