Age,EEI ,lower bound,upper bound
73950,-0.0979508154300822,-0.134320617812961,-0.0618552823338642
74050,-0.0864413771077991,-0.121504013508002,-0.0516909447307598
74150,-0.0728657884676371,-0.105976346356421,-0.0398420916721287
74250,-0.0578144014821338,-0.08910022976859,-0.0270259445989
74350,-0.0417598344603151,-0.071312813232456,-0.0128930694552324
74450,-0.0250346173889275,-0.0535297187362138,0.00217062947168108
74550,-0.00789660790504154,-0.0351686575910966,0.0186700760209489
74650,0.00932136617908668,-0.0171227965390341,0.035740111078994
74750,0.0261861792886129,0.000420685342921681,0.0525554291303049
74850,0.0422343989889122,0.0162697986095999,0.0689461255571616
74950,0.0569574058347816,0.0304340748769621,0.0846028973381705
75050,0.0697616508112529,0.0427834240446987,0.0982436394554873
75150,0.0804329526951929,0.0529817684693831,0.109190818315878
75250,0.0891066705295026,0.061138151104861,0.118619033392833
75350,0.0957440109895343,0.067352955512184,0.12560042065857
75450,0.100083310832723,0.0714514747475102,0.129738480803066
75550,0.10170948323038,0.0735916330689449,0.130583106753238
75650,0.10072098180565,0.0735891001224293,0.128856173602089
75750,0.0976736323862084,0.0712813838691483,0.124921534765488
75850,0.0929498555614376,0.0672491799015514,0.119633452888252
75950,0.0867244378206125,0.0612085864162003,0.113100104663276
76050,0.0789944841704232,0.0543299309748283,0.104331266882494
76150,0.070013220274504,0.0460997484921041,0.0941450223538251
76250,0.0603056184381172,0.0368554594118154,0.0839360805791469
76350,0.0502707680274469,0.0270568659908291,0.0734205269508012
76450,0.0401650703571061,0.0173203124849273,0.0631780256121804
76550,0.0301369575713368,0.00760505264627907,0.0528037096098672
76650,0.0203288876173355,-0.00236499298789837,0.0429511770057938
76750,0.0109116108996064,-0.0113367610982488,0.033148301493346
76850,0.00201733960079614,-0.0198189386521269,0.0237212003280476
76950,-0.00624218076399928,-0.0275187563108401,0.0148805388943904
77050,-0.0137488989171822,-0.0348211575712581,0.00659415493484077
77150,-0.0205092464830031,-0.0411782129978944,-0.000483069288569816
77250,-0.0266299241585809,-0.0470203468179434,-0.00681011975539574
77350,-0.0321759998882252,-0.0524167507483757,-0.0128830483924551
77450,-0.0371619061293867,-0.0572146897958714,-0.0179900451285849
77550,-0.0415532677716934,-0.0614028038024693,-0.0226039128455303
77650,-0.0454447297551493,-0.065056881576161,-0.0264403740894453
77750,-0.0490595169513933,-0.0685941574306027,-0.0297930631371839
77850,-0.0525576543951363,-0.0727608340819469,-0.0330473928800264
77950,-0.0559924022476317,-0.0765930156549382,-0.0359762355360819
78050,-0.0593219029720275,-0.0799189821196399,-0.0389685811754722
78150,-0.062549151112352,-0.0833049697410198,-0.0419785171192459
78250,-0.0657117354444726,-0.0862138925984801,-0.0453601726204083
78350,-0.0687279454916015,-0.0894443390151289,-0.0480914408039405
78450,-0.0713795279080532,-0.0927032069585023,-0.0504814855707375
78550,-0.0733403402894748,-0.0945784220521254,-0.0524383111377047
78650,-0.0745868887260677,-0.0955525433305162,-0.0536172656110052
78750,-0.0753899848691629,-0.0964569781232119,-0.0545395066721555
78850,-0.0759031949055918,-0.0972384089080886,-0.0550186285169995
78950,-0.0761364785709305,-0.0975993674629596,-0.0550268909729226
79050,-0.0759686872309048,-0.097570552466042,-0.0547794321257897
79150,-0.0753897316503587,-0.0966249620472569,-0.0542075343231514
79250,-0.0745072322425025,-0.0957095615250588,-0.0535904143787425
79350,-0.0732836472678521,-0.0941043611246722,-0.0522530681513999
79450,-0.0715064465252949,-0.0925418647026469,-0.0507079584677015
79550,-0.0688430304707975,-0.0894172775139439,-0.048347305110845
79650,-0.0652689565134009,-0.0855194497692473,-0.0450990722984209
79750,-0.0610812251634114,-0.080837753138306,-0.0413364522697474
79850,-0.0564659921204979,-0.0757115905112889,-0.0372082882809335
79950,-0.051473730902409,-0.0707008304930091,-0.0327127458682771
80050,-0.0460660532226274,-0.064925555425478,-0.0276437319658781
80150,-0.0404544638401148,-0.059356573378826,-0.0219828578682802
80250,-0.0351016206695761,-0.0540913320900541,-0.0159943693236508
80350,-0.0304241071564663,-0.0500990986529574,-0.0106195728346991
80450,-0.0267624719266992,-0.0474568262819052,-0.00614570729679529
80550,-0.0243871290054935,-0.0457200736966133,-0.00321324397309857
80650,-0.02343269576985,-0.0454456535164014,-0.00165755283497205
